	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Prevalence and Trends in Obesity Among U.S.	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Size Matters: The Influence of Adolescent’s Weight and	Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	Will all Americans become Overweight or Obese? Estimating the Progression and	Department of Health and Human Services and U.S. Department of Agriculture, “2010 Dietary Guidelines for Americans,” 7th ed., Washington DC: U.S. Government Printing Office,	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	"Nutrient Contribution of Food Away From Home."" In America&apos;s Eating Habits: Changes and Consequences,"	Separating what We Eat from where:	Foundation. “Menu Labeling: Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior?” Healthy Eating Research,	Taxing Caloric Sweetened Beverages: Potential Effects on	FDA Labeling Cost Model, Final Report.” Prepared for Amber Jessup, DHHS/PHS/FDA/CFSAN. Prepared by	Silliker Information.” Memo to File,	Online Appendix for ‘Are Restaurants Really Supersizing America?’”	Testing Laboratory. “Quality Nutrition Analysis.”	Evaluation Of Recordkeeping Costs For Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin DHHS/PHS/FDA/CFSAN. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	FDA Report,” ReCount Restaurant Census.	Under the Radar: Top 50	Acquisition Pace Quickens in 2010, but Despite Consolidation, Top Chains Still Account for Nearly 40	Sector 72: Sub: Single Unit & Multiunit Firms for the U.S:	Insights “New menu items at restaurants” Memo to File.	Display Signs & Design “Order/Get Menu Pricing” website http://www.dsdsign.com/Pages/menus3.htm. accessed on October 6,	McDonald’s meeting	Sector 72: Sub: Seating Capacity for the U.S. and States:	Statistics. “Job Openings and Labor Turnover Survey: Accommodation and food services,	Paying Attention to Retention.”	KFC’s New Computer-Based Training Program Proves a Time Saver and Better Tool for	Statistics. “Occupational Employment Statistics Query System:	Statistics. “Occupational Employment Statistics Query System:	Statistics. “Occupational Employment Statistics Query System:	Consumer Awareness of Fast-Food Calorie Information in New York City After Implementation of a Menu Labeling Regulation.”	"Calorie Posting in Chain Restaurants."""	Purchasing Behavior and Calorie Information at Fast-Food Chains in	The Psychology of Food Consumption: Strategies for Promoting Healthier Food Choices”. American Economic Review:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Measuring the Health of the U.S. Population,” Brookings Paper, Microeconomics,	Obesity-Related Quality-Adjusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Modeling Weight-Loss Maintenance to Help Prevent Body Weight Regain,”	Sectors 44-45: Sub: Single Unit & Multiunit Firms for the U.S:	Sector 72: Sub: Single Unit & Multiunit Firms for the US:	Sector 71: Sub: Single Unit & Multiunit Firms for the US:	Sector 51: Sub: Single Unit & Multiunit Firms for the US:	Association.	Association. When American Flies, it Works:	Global Airline Industry Program, “Total Operating Fleet,” Airline Data Project.	Global Airline Industry Program, “Average Seat Capacity of Total Operating Fleet,” Airline Data Project.	Transportation Statistics. “Appendix D – Modal Profiles, Rail Profile,” National Transportation Statistics.	The Partner of Choice: Annual Report FY	Transportation Statistics. National Census of Ferry Operators.
Prevalence and Trends in Obesity Among U.S. Adults 1999-2008	0.6699999999999999	0.69	0.69	0.6	0.0	0.44999999999999996	0.62	0.65	0.49	0.42000000000000004	0.62	0.64	0.5900000000000001	0.69	0.64	0.6699999999999999	0.6799999999999999	0.64	0.6799999999999999	0.69	0.6699999999999999	0.69	0.6599999999999999	0.64	0.7	0.7	0.62	0.69	0.6699999999999999	0.69	0.62	0.62	0.64	0.62	0.65	0.74	0.74	0.74	0.64	0.5800000000000001	0.65	0.69	0.62	0.64	0.65	0.65	0.69	0.65	0.65	0.54	0.69	0.6699999999999999	0.7	0.7	0.7	0.7	0.7	0.5900000000000001	0.61	0.65	0.6699999999999999	0.65	0.65	0.7
Prevalence of High Body Mass Index in US Children and Adolescents, 2007-2008	0.5900000000000001	0.6699999999999999	0.62	0.6	0.49	0.53	0.65	0.52	0.62	0.5900000000000001	0.6599999999999999	0.65	0.5700000000000001	0.6599999999999999	0.6599999999999999	0.62	0.65	0.65	0.65	0.6599999999999999	0.6699999999999999	0.7	0.7	0.62	0.7	0.61	0.64	0.69	0.63	0.7	0.62	0.64	0.63	0.62	0.6699999999999999	0.73	0.73	0.73	0.62	0.5800000000000001	0.64	0.6799999999999999	0.6799999999999999	0.61	0.65	0.63	0.65	0.65	0.6599999999999999	0.6699999999999999	0.65	0.7	0.61	0.71	0.69	0.69	0.69	0.6699999999999999	0.61	0.6599999999999999	0.65	0.64	0.62	0.65
Modeling Weight-Loss Maintenance to Help Prevent Body Weight Regain	0.64	0.64	0.63	0.54	0.61	0.63	0.63	0.5	0.5900000000000001	0.5900000000000001	0.64	0.6	0.63	0.63	0.6599999999999999	0.65	0.62	0.5900000000000001	0.63	0.6	0.64	0.64	0.6799999999999999	0.5900000000000001	0.6699999999999999	0.6599999999999999	0.63	0.69	0.6	0.6599999999999999	0.62	0.6699999999999999	0.65	0.49	0.65	0.71	0.71	0.71	0.5700000000000001	0.61	0.62	0.65	0.6599999999999999	0.56	0.65	0.63	0.62	0.6	0.63	0.72	0.63	0.62	0.0	0.7	0.69	0.69	0.69	0.5900000000000001	0.6599999999999999	0.6799999999999999	0.65	0.65	0.65	0.65
Consumer Awareness of Fast-Food Calorie Information in New York City After Implementation of a Menu Labeling Regulation	0.54	0.64	0.6	0.33999999999999997	0.61	0.6599999999999999	0.62	0.5800000000000001	0.51	0.5	0.64	0.63	0.64	0.61	0.5800000000000001	0.62	0.5900000000000001	0.56	0.63	0.6599999999999999	0.42000000000000004	0.61	0.62	0.6	0.6699999999999999	0.61	0.64	0.6599999999999999	0.6	0.6799999999999999	0.56	0.64	0.63	0.5900000000000001	0.65	0.6599999999999999	0.6599999999999999	0.6599999999999999	0.0	0.5	0.45999999999999996	0.5800000000000001	0.61	0.56	0.6	0.52	0.54	0.62	0.62	0.6799999999999999	0.64	0.6	0.5800000000000001	0.6799999999999999	0.65	0.65	0.65	0.5	0.61	0.64	0.61	0.64	0.54	0.5900000000000001
Purchasing Behavior and Calorie Information at Fast-Food Chains in New York City, 2007	0.5	0.69	0.5900000000000001	0.33999999999999997	0.61	0.6599999999999999	0.6	0.6699999999999999	0.5900000000000001	0.5900000000000001	0.6599999999999999	0.65	0.62	0.65	0.63	0.62	0.56	0.54	0.61	0.7	0.44999999999999996	0.6599999999999999	0.56	0.62	0.65	0.6599999999999999	0.5700000000000001	0.6599999999999999	0.63	0.6699999999999999	0.6699999999999999	0.62	0.5800000000000001	0.5900000000000001	0.6699999999999999	0.64	0.64	0.64	0.45999999999999996	0.5	0.0	0.56	0.5800000000000001	0.49	0.65	0.41000000000000003	0.54	0.5700000000000001	0.61	0.65	0.63	0.65	0.64	0.6699999999999999	0.65	0.65	0.65	0.5	0.5900000000000001	0.65	0.64	0.64	0.5700000000000001	0.5900000000000001
Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling: A Natural Experiment	0.62	0.62	0.6	0.6	0.5900000000000001	0.64	0.62	0.47	0.5900000000000001	0.5900000000000001	0.62	0.63	0.6	0.5900000000000001	0.63	0.63	0.5900000000000001	0.61	0.63	0.6699999999999999	0.64	0.62	0.64	0.62	0.65	0.61	0.65	0.6599999999999999	0.65	0.7	0.62	0.6699999999999999	0.65	0.5900000000000001	0.6699999999999999	0.6799999999999999	0.6799999999999999	0.6799999999999999	0.53	0.48	0.5800000000000001	0.64	0.5700000000000001	0.5	0.63	0.55	0.0	0.62	0.64	0.6699999999999999	0.6	0.6	0.5800000000000001	0.6699999999999999	0.65	0.65	0.65	0.6699999999999999	0.63	0.64	0.62	0.61	0.54	0.62
Calorie Labeling and Food Choices: A First Look At the Effects on Low-Income People in New York City	0.62	0.64	0.5800000000000001	0.4	0.56	0.6699999999999999	0.5900000000000001	0.63	0.62	0.5900000000000001	0.6599999999999999	0.63	0.63	0.62	0.65	0.63	0.62	0.5700000000000001	0.5	0.62	0.64	0.64	0.6599999999999999	0.61	0.6699999999999999	0.6599999999999999	0.64	0.64	0.63	0.6799999999999999	0.62	0.64	0.64	0.65	0.6599999999999999	0.6799999999999999	0.6799999999999999	0.6799999999999999	0.5900000000000001	0.5	0.61	0.6	0.040000000000000036	0.63	0.63	0.52	0.53	0.5900000000000001	0.63	0.65	0.64	0.62	0.6599999999999999	0.62	0.64	0.64	0.64	0.6699999999999999	0.5900000000000001	0.6799999999999999	0.65	0.65	0.49	0.63
The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination	0.61	0.51	0.61	0.6	0.63	0.62	0.52	0.63	0.5700000000000001	0.25	0.64	0.65	0.61	0.0	0.39	0.64	0.62	0.64	0.5900000000000001	0.72	0.7	0.64	0.6799999999999999	0.64	0.65	0.6599999999999999	0.64	0.69	0.65	0.72	0.56	0.6699999999999999	0.64	0.65	0.6599999999999999	0.69	0.69	0.69	0.6	0.61	0.61	0.63	0.64	0.5900000000000001	0.6699999999999999	0.65	0.61	0.64	0.65	0.71	0.69	0.65	0.63	0.7	0.69	0.69	0.69	0.48	0.5900000000000001	0.62	0.64	0.63	0.5700000000000001	0.65
Annual Medical Spending Attributable to Obesity: Payer-and Service-Specific Estimates	0.64	0.62	0.6	0.6	0.56	0.5900000000000001	0.62	0.63	0.7	0.42000000000000004	0.0	0.6	0.62	0.62	0.61	0.63	0.62	0.63	0.63	0.7	0.64	0.5800000000000001	0.64	0.65	0.65	0.7	0.65	0.6599999999999999	0.62	0.6799999999999999	0.5	0.62	0.62	0.55	0.65	0.6599999999999999	0.6599999999999999	0.6599999999999999	0.6599999999999999	0.6599999999999999	0.64	0.65	0.69	0.64	0.6	0.65	0.65	0.5900000000000001	0.63	0.69	0.64	0.5800000000000001	0.61	0.6799999999999999	0.65	0.65	0.65	0.6699999999999999	0.61	0.65	0.64	0.65	0.65	0.65
Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children	0.5	0.64	0.61	0.6	0.63	0.6599999999999999	0.63	0.65	0.62	0.63	0.5900000000000001	0.63	0.6	0.65	0.62	0.61	0.53	0.52	0.5800000000000001	0.63	0.5900000000000001	0.52	0.62	0.6	0.49	0.6599999999999999	0.62	0.63	0.52	0.6699999999999999	0.62	0.64	0.6	0.62	0.62	0.64	0.64	0.64	0.6	0.5	0.54	0.61	0.5900000000000001	0.54	0.49	0.5	0.62	0.0	0.63	0.65	0.64	0.65	0.61	0.63	0.62	0.62	0.62	0.5900000000000001	0.56	0.6599999999999999	0.63	0.63	0.5700000000000001	0.62
Calorie Posting in Chain Restaurants	0.33999999999999997	0.64	0.5900000000000001	0.54	0.5900000000000001	0.62	0.5900000000000001	0.6699999999999999	0.5900000000000001	0.6699999999999999	0.64	0.61	0.62	0.5900000000000001	0.56	0.5	0.64	0.56	0.56	0.56	0.6699999999999999	0.48	0.62	0.53	0.5	0.7	0.53	0.62	0.48	0.6699999999999999	0.62	0.5900000000000001	0.5900000000000001	0.55	0.5900000000000001	0.64	0.64	0.64	0.48	0.0	0.5	0.5900000000000001	0.48	0.44999999999999996	0.64	0.56	0.64	0.48	0.62	0.62	0.53	0.62	0.62	0.64	0.62	0.62	0.62	0.6699999999999999	0.62	0.62	0.62	0.56	0.56	0.56
The Long-Run Growth in Obesity as a Function of Technological Change	0.65	0.56	0.61	0.6	0.5900000000000001	0.61	0.56	0.62	0.5900000000000001	0.5	0.6599999999999999	0.6	0.62	0.37	0.0	0.62	0.62	0.62	0.63	0.7	0.64	0.6599999999999999	0.62	0.6699999999999999	0.65	0.6599999999999999	0.5900000000000001	0.6799999999999999	0.62	0.6699999999999999	0.62	0.6699999999999999	0.65	0.5900000000000001	0.6699999999999999	0.69	0.69	0.69	0.5800000000000001	0.56	0.5900000000000001	0.6	0.64	0.61	0.63	0.62	0.62	0.62	0.65	0.7	0.64	0.6	0.6599999999999999	0.6699999999999999	0.6699999999999999	0.6699999999999999	0.6699999999999999	0.5900000000000001	0.6599999999999999	0.6699999999999999	0.5800000000000001	0.6699999999999999	0.5900000000000001	0.65
Is the Obesity Epidemic a Public Health Problem? A Decade of Research on the Economics of Obesity	0.62	0.0	0.5900000000000001	0.6699999999999999	0.5900000000000001	0.6599999999999999	0.54	0.6	0.5700000000000001	0.33999999999999997	0.62	0.6	0.63	0.5800000000000001	0.62	0.6799999999999999	0.62	0.62	0.5900000000000001	0.6799999999999999	0.6699999999999999	0.6599999999999999	0.6599999999999999	0.6599999999999999	0.62	0.5700000000000001	0.64	0.6599999999999999	0.6	0.6599999999999999	0.6699999999999999	0.65	0.65	0.62	0.62	0.69	0.69	0.69	0.65	0.61	0.64	0.5800000000000001	0.62	0.62	0.6	0.6699999999999999	0.61	0.6	0.5700000000000001	0.5800000000000001	0.5900000000000001	0.5800000000000001	0.64	0.6699999999999999	0.65	0.65	0.65	0.6699999999999999	0.61	0.65	0.6799999999999999	0.63	0.5900000000000001	0.65
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.5900000000000001	0.5700000000000001	0.5900000000000001	0.6	0.55	0.56	0.0	0.63	0.5900000000000001	0.20999999999999996	0.62	0.63	0.5900000000000001	0.51	0.5800000000000001	0.65	0.65	0.65	0.63	0.69	0.6699999999999999	0.65	0.62	0.6	0.62	0.61	0.6599999999999999	0.55	0.63	0.6799999999999999	0.62	0.6	0.63	0.65	0.65	0.6	0.6	0.6	0.61	0.61	0.5800000000000001	0.61	0.64	0.5900000000000001	0.63	0.5700000000000001	0.61	0.62	0.65	0.63	0.6599999999999999	0.55	0.64	0.5800000000000001	0.54	0.54	0.54	0.5900000000000001	0.61	0.63	0.65	0.65	0.62	0.6
Social Network and Weight Misperception among Adolescents	0.5800000000000001	0.6599999999999999	0.6	0.54	0.56	0.5700000000000001	0.5800000000000001	0.55	0.52	0.63	0.6799999999999999	0.6	0.62	0.6	0.62	0.64	0.62	0.62	0.63	0.65	0.5900000000000001	0.65	0.62	0.62	0.65	0.7	0.65	0.65	0.6	0.64	0.62	0.64	0.62	0.5900000000000001	0.64	0.62	0.62	0.62	0.5700000000000001	0.61	0.6	0.62	0.64	0.5800000000000001	0.65	0.6	0.64	0.62	0.64	0.71	0.6699999999999999	0.65	0.5800000000000001	0.65	0.65	0.65	0.65	0.5	0.5900000000000001	0.5800000000000001	0.5800000000000001	0.6	0.6699999999999999	0.62
Body Weight, Self-Perception, and Mental Health Among Adolescents	0.65	0.5800000000000001	0.65	0.6699999999999999	0.49	0.48	0.62	0.56	0.06000000000000005	0.63	0.7	0.65	0.62	0.62	0.6699999999999999	0.62	0.56	0.56	0.5900000000000001	0.64	0.62	0.6599999999999999	0.62	0.6	0.65	0.61	0.62	0.69	0.5800000000000001	0.6699999999999999	0.56	0.6699999999999999	0.65	0.62	0.6699999999999999	0.65	0.65	0.65	0.5900000000000001	0.61	0.6599999999999999	0.5900000000000001	0.6699999999999999	0.62	0.63	0.62	0.65	0.62	0.64	0.73	0.6699999999999999	0.65	0.5900000000000001	0.71	0.69	0.69	0.69	0.5900000000000001	0.61	0.64	0.5900000000000001	0.6	0.62	0.6599999999999999
Do Nutrition Labels Improve Dietary Outcomes?	0.52	0.63	0.63	0.54	0.6799999999999999	0.6	0.63	0.72	0.65	0.55	0.65	0.6	0.6	0.6699999999999999	0.63	0.6	0.62	0.54	0.63	0.6	0.6699999999999999	0.65	0.6	0.63	0.65	0.7	0.6	0.6699999999999999	0.63	0.65	0.56	0.6599999999999999	0.56	0.6799999999999999	0.5800000000000001	0.56	0.56	0.56	0.6	0.64	0.65	0.63	0.63	0.63	0.0	0.6699999999999999	0.69	0.49	0.6	0.6699999999999999	0.63	0.5800000000000001	0.65	0.69	0.6699999999999999	0.6699999999999999	0.6699999999999999	0.75	0.5900000000000001	0.6	0.6	0.5800000000000001	0.6699999999999999	0.56
Bias, discrimination, and Obesity	0.52	0.6699999999999999	0.64	0.6699999999999999	0.55	0.45999999999999996	0.49	0.6699999999999999	0.64	0.47	0.52	0.5800000000000001	0.5800000000000001	0.52	0.61	0.61	0.6699999999999999	0.52	0.6699999999999999	0.6699999999999999	0.64	0.6699999999999999	0.63	0.5800000000000001	0.7	0.7	0.5800000000000001	0.73	0.64	0.6699999999999999	0.62	0.64	0.55	0.65	0.5800000000000001	0.61	0.61	0.61	0.52	0.5800000000000001	0.55	0.61	0.6699999999999999	0.55	0.5800000000000001	0.61	0.61	0.61	0.6699999999999999	0.6699999999999999	0.49	0.61	0.64	0.73	0.73	0.73	0.73	0.42000000000000004	0.55	0.61	0.61	0.55	0.7	0.5800000000000001
"""Measuring the Health of the U.S. Population"""	0.63	0.63	0.56	0.6	0.6599999999999999	0.63	0.63	0.65	0.5900000000000001	0.5	0.63	0.5800000000000001	0.56	0.63	0.63	0.63	0.5	0.5800000000000001	0.65	0.6	0.7	0.6699999999999999	0.63	0.6	0.72	0.53	0.6	0.5800000000000001	0.65	0.65	0.6699999999999999	0.51	0.6	0.55	0.63	0.6699999999999999	0.6699999999999999	0.6699999999999999	0.5800000000000001	0.6599999999999999	0.5800000000000001	0.56	0.65	0.5800000000000001	0.6699999999999999	0.6	0.6	0.54	0.050000000000000044	0.5800000000000001	0.65	0.55	0.6	0.5800000000000001	0.6	0.6	0.6	0.5	0.6799999999999999	0.63	0.5800000000000001	0.5800000000000001	0.62	0.63
"""Order/Get Menu Pricing"" website"	0.6599999999999999	0.63	0.5700000000000001	0.6	0.5700000000000001	0.6	0.6	0.6599999999999999	0.6599999999999999	0.6699999999999999	0.63	0.6	0.5700000000000001	0.63	0.69	0.63	0.69	0.5700000000000001	0.6	0.6599999999999999	0.6599999999999999	0.6	0.6599999999999999	0.63	0.63	0.6599999999999999	0.6	0.6599999999999999	0.63	0.06999999999999995	0.6699999999999999	0.69	0.69	0.7	0.63	0.69	0.69	0.69	0.6	0.63	0.6599999999999999	0.5700000000000001	0.69	0.5700000000000001	0.6599999999999999	0.54	0.69	0.6	0.6599999999999999	0.6599999999999999	0.63	0.72	0.63	0.6599999999999999	0.6599999999999999	0.6599999999999999	0.6599999999999999	0.75	0.5700000000000001	0.6599999999999999	0.63	0.69	0.6599999999999999	0.69
