	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem A Decade	Strategies for Promoting Healthier Food Choices” American Economic Review Papers and Proceedings	Doing it Now or	Prevalence and Trends in Obesity Among US	Prevalence of Overweight Obesity and Extreme Obesity Among Adults United States	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US” Obesity	Size Matters The Influence of Adolescent’s Weight and	SelfPerception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity Payer	Will all Americans become Overweight or Obese Estimating the Progression and	Department of Health and Human Services and US Department of Agriculture “2010 Dietary Guidelines for Americans” 7th ed Washington DC US Government Printing Office	The Growth of Obesity and Technological Change A Theoretical and Empirical Examination”	The LongRun Growth in Obesity as a Function of Technological Change”	Nutrient Contribution of Food Away From Home In Americaaposs Eating Habits Changes and Consequences	Separating what We Eat from where	Foundation “Menu Labeling Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior” Healthy Eating Research	Taxing Caloric Sweetened Beverages Potential Effects on	FDA Labeling Cost Model Final Report” Prepared for Amber Jessup DHHSPHSFDACFSAN Prepared by	Silliker Information” Memo to File	Online Appendix for ‘Are Restaurants Really Supersizing America’”	Testing Laboratory “Quality Nutrition Analysis”	Evaluation Of Recordkeeping Costs For Food Manufacturers Final Report” Prepared for Andy Estrin and Cristina McLaughlin DHHSPHSFDACFSAN Prepared by Aylin Sertkaya Ayesha Berlind and Seda Erdem Contract No 223012461 Task Order Number 5	FDA Report” ReCount Restaurant Census	Under the Radar Top 50	Acquisition Pace Quickens in 2010 but Despite Consolidation Top Chains Still Account for Nearly 40	Sector 72 Sub Single Unit  Multiunit Firms for the US	Insights “New menu items at restaurants” Memo to File	Display Signs  Design “OrderGet Menu Pricing” website httpwwwdsdsigncomPagesmenus3htm accessed on October 6	McDonald’s meeting	Sector 72 Sub Seating Capacity for the US and States	Statistics “Job Openings and Labor Turnover Survey Accommodation and food services	Paying Attention to Retention”	KFC’s New ComputerBased Training Program Proves a Time Saver and Better Tool for	Statistics “Occupational Employment Statistics Query System	Consumer Awareness of FastFood Calorie Information in New York City After Implementation of a Menu Labeling Regulation”	Calorie Posting in Chain Restaurants	Purchasing Behavior and Calorie Information at FastFood Chains in	The Psychology of Food Consumption Strategies for Promoting Healthier Food Choices” American Economic Review	Calorie Labeling And Food Choices A First Look At The Effects On LowIncome People In New York City	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information”	Do Nutrition Labels Improve Dietary Outcomes	Mandatory Menu Labeling in One FastFood Chain in King County	Child and Adolescent FastFood Choice and the Influence of Calorie Labeling	Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children Pediatrics	Measuring the Health of the US Population” Brookings Paper Microeconomics	ObesityRelated QualityAdjusted Life Years Lost in the US from 19932008”	Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity”	Statistical Abstract of the United States	Modeling WeightLoss Maintenance to Help Prevent Body Weight Regain”	Sectors 4445 Sub Single Unit  Multiunit Firms for the US	Sector 71 Sub Single Unit  Multiunit Firms for the US	Sector 51 Sub Single Unit  Multiunit Firms for the US	Association	Association When American Flies it Works	Global Airline Industry Program “Total Operating Fleet” Airline Data Project	Global Airline Industry Program “Average Seat Capacity of Total Operating Fleet” Airline Data Project	Transportation Statistics “Appendix D – Modal Profiles Rail Profile” National Transportation Statistics	The Partner of Choice Annual Report FY	Transportation Statistics National Census of Ferry Operators
Prevalence of High Body Mass Index in US Children and Adolescents 20072008	0.3584905660377359	0.38181818181818183	0.3114754098360656	0.6585365853658536	0.2962962962962963	0.2542372881355932	0.3538461538461538	0.33333333333333337	0.2941176470588235	0.4693877551020408	0.3207547169811321	0.37037037037037035	0.24637681159420288	0.3770491803278688	0.4576271186440678	0.35593220338983056	0.5	0.2941176470588235	0.2592592592592593	0.375	0.48	0.4	0.5185185185185186	0.33333333333333337	0.5918367346938775	0.5217391304347826	0.33333333333333337	0.3207547169811321	0.4814814814814815	0.4285714285714286	0.4693877551020408	0.2592592592592593	0.423728813559322	0.5217391304347826	0.4	0.5094339622641509	0.4285714285714286	0.4042553191489362	0.2592592592592593	0.3125	0.3650793650793651	0.3114754098360656	0.4716981132075472	0.39622641509433965	0.3207547169811321	0.3214285714285714	0.31034482758620685	0.3939393939393939	0.4426229508196722	0.30612244897959184	0.31034482758620685	0.39622641509433965	0.3584905660377359	0.39622641509433965	0.5897435897435898	0.45833333333333337	0.4516129032258065	0.36363636363636365	0.38983050847457623	0.42307692307692313	0.42307692307692313
Modeling WeightLoss Maintenance to Help Prevent Body Weight Regain	0.3913043478260869	0.33333333333333337	0.2962962962962963	0.5882352941176471	0.3191489361702128	0.34615384615384615	0.3793103448275862	0.36	0.2272727272727273	0.4285714285714286	0.26086956521739135	0.276595744680851	0.3548387096774194	0.40740740740740744	0.3846153846153846	0.3846153846153846	0.41463414634146345	0.2786885245901639	0.3191489361702128	0.33333333333333337	0.5348837209302326	0.39622641509433965	0.44680851063829785	0.352112676056338	0.5238095238095238	0.4358974358974359	0.4285714285714286	0.4347826086956522	0.44680851063829785	0.3571428571428571	0.38095238095238093	0.36170212765957444	0.3846153846153846	0.4358974358974359	0.39622641509433965	0.4347826086956522	0.3928571428571429	0.30000000000000004	0.276595744680851	0.29824561403508776	0.3571428571428571	0.33333333333333337	0.34782608695652173	0.30434782608695654	0.34782608695652173	0.22448979591836737	0.2941176470588235	0.4915254237288136	0.4814814814814815	0.38095238095238093	0.05882352941176472	0.4347826086956522	0.4347826086956522	0.4347826086956522	0.5625	0.36585365853658536	0.4181818181818182	0.423728813559322	0.3846153846153846	0.37777777777777777	0.4222222222222223
Consumer Awareness of FastFood Calorie Information in New York City After Implementation of a Menu Labeling Regulation	0.21568627450980393	0.3584905660377359	0.3220338983050848	0.5384615384615384	0.3846153846153846	0.33333333333333337	0.33333333333333337	0.38181818181818183	0.3877551020408163	0.4042553191489362	0.2941176470588235	0.3846153846153846	0.4328358208955224	0.3220338983050848	0.29824561403508776	0.19298245614035092	0.4347826086956522	0.24242424242424243	0.42307692307692313	0.19354838709677424	0.375	0.3448275862068966	0.34615384615384615	0.3157894736842105	0.4042553191489362	0.5454545454545454	0.34426229508196726	0.37254901960784315	0.3076923076923077	0.3770491803278688	0.44680851063829785	0.34615384615384615	0.33333333333333337	0.5	0.31034482758620685	0.4509803921568627	0.049180327868852514	0.37777777777777777	0.3076923076923077	0.29032258064516125	0.14754098360655743	0.2542372881355932	0.2941176470588235	0.2549019607843137	0.21568627450980393	0.18518518518518523	0.3928571428571429	0.375	0.2542372881355932	0.4042553191489362	0.3928571428571429	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.6216216216216216	0.3913043478260869	0.33333333333333337	0.3125	0.4035087719298246	0.31999999999999995	0.31999999999999995
Purchasing Behavior and Calorie Information at FastFood Chains in New York City 2007	0.28301886792452835	0.38181818181818183	0.3114754098360656	0.5609756097560976	0.37037037037037035	0.288135593220339	0.32307692307692304	0.4035087719298246	0.37254901960784315	0.4285714285714286	0.39622641509433965	0.33333333333333337	0.30434782608695654	0.3770491803278688	0.35593220338983056	0.2542372881355932	0.45833333333333337	0.2647058823529411	0.2962962962962963	0.375	0.43999999999999995	0.43333333333333335	0.4814814814814815	0.3076923076923077	0.5510204081632653	0.5652173913043479	0.3015873015873016	0.3207547169811321	0.33333333333333337	0.39682539682539686	0.4693877551020408	0.2962962962962963	0.423728813559322	0.5652173913043479	0.2666666666666667	0.4716981132075472	0.2698412698412699	0.36170212765957444	0.14814814814814814	0.28125	0.2063492063492064	0.24590163934426235	0.3584905660377359	0.3584905660377359	0.28301886792452835	0.25	0.3448275862068966	0.4242424242424242	0.3770491803278688	0.4285714285714286	0.3793103448275862	0.39622641509433965	0.3584905660377359	0.39622641509433965	0.641025641025641	0.375	0.3870967741935484	0.33333333333333337	0.4915254237288136	0.34615384615384615	0.34615384615384615
Child and Adolescent FastFood Choice and the Influence of Calorie Labeling A Natural Experiment	0.22448979591836737	0.2549019607843137	0.26315789473684215	0.5675675675675675	0.36	0.23636363636363633	0.2786885245901639	0.3207547169811321	0.3191489361702128	0.33333333333333337	0.30612244897959184	0.28	0.3846153846153846	0.22807017543859653	0.3090909090909091	0.12727272727272732	0.36363636363636365	0.21875	0.31999999999999995	0.2666666666666667	0.4347826086956522	0.3214285714285714	0.36	0.32432432432432434	0.4222222222222223	0.5238095238095238	0.3220338983050848	0.30612244897959184	0.31999999999999995	0.38983050847457623	0.4222222222222223	0.28	0.3090909090909091	0.5714285714285714	0.3214285714285714	0.3877551020408163	0.22033898305084743	0.34883720930232553	0.19999999999999996	0.2666666666666667	0.15254237288135597	0.26315789473684215	0.26530612244897955	0.26530612244897955	0.10204081632653061	0.23076923076923073	0.37037037037037035	0.4193548387096774	0.33333333333333337	0.28888888888888886	0.40740740740740744	0.30612244897959184	0.30612244897959184	0.30612244897959184	0.5428571428571429	0.31818181818181823	0.31034482758620685	0.29032258064516125	0.38181818181818183	0.29166666666666663	0.29166666666666663
Calorie Labeling and Food Choices A First Look At the Effects on LowIncome People in New York City	0.2692307692307693	0.2592592592592593	0.23333333333333328	0.55	0.3207547169811321	0.24137931034482762	0.28125	0.3928571428571429	0.31999999999999995	0.33333333333333337	0.3076923076923077	0.24528301886792447	0.38235294117647056	0.23333333333333328	0.31034482758620685	0.13793103448275867	0.36170212765957444	0.22388059701492535	0.3207547169811321	0.2698412698412699	0.4285714285714286	0.38983050847457623	0.39622641509433965	0.2987012987012987	0.5	0.5555555555555556	0.29032258064516125	0.3846153846153846	0.3584905660377359	0.3548387096774194	0.45833333333333337	0.3207547169811321	0.3448275862068966	0.5111111111111111	0.3220338983050848	0.42307692307692313	0.16129032258064513	0.3913043478260869	0.24528301886792447	0.23809523809523814	0.032258064516129004	0.30000000000000004	0.3076923076923077	0.3076923076923077	0.1923076923076923	0.19999999999999996	0.368421052631579	0.41538461538461535	0.30000000000000004	0.33333333333333337	0.368421052631579	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.5789473684210527	0.3191489361702128	0.3114754098360656	0.29230769230769227	0.4137931034482759	0.2941176470588235	0.33333333333333337
The Growth of Obesity and Technological Change A Theoretical and Empirical Examination	0.30612244897959184	0.2549019607843137	0.26315789473684215	0.5675675675675675	0.24	0.1636363636363637	0.24590163934426235	0.3584905660377359	0.3191489361702128	0.24444444444444446	0.26530612244897955	0.19999999999999996	0.32307692307692304	0.052631578947368474	0.23636363636363633	0.19999999999999996	0.31818181818181823	0.34375	0.24	0.3666666666666667	0.5217391304347826	0.2857142857142857	0.4	0.3513513513513513	0.5111111111111111	0.47619047619047616	0.3220338983050848	0.3877551020408163	0.43999999999999995	0.288135593220339	0.4222222222222223	0.28	0.2727272727272727	0.5238095238095238	0.3571428571428571	0.34693877551020413	0.3220338983050848	0.39534883720930236	0.31999999999999995	0.23333333333333328	0.15254237288135597	0.29824561403508776	0.34693877551020413	0.30612244897959184	0.26530612244897955	0.2692307692307693	0.40740740740740744	0.4193548387096774	0.29824561403508776	0.28888888888888886	0.40740740740740744	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.5428571428571429	0.36363636363636365	0.27586206896551724	0.25806451612903225	0.38181818181818183	0.33333333333333337	0.29166666666666663
Annual Medical Spending Attributable to Obesity Payerand ServiceSpecific Estimates	0.29166666666666663	0.19999999999999996	0.25	0.6111111111111112	0.1428571428571429	0.11111111111111116	0.23333333333333328	0.3076923076923077	0.21739130434782605	0.31818181818181823	0.08333333333333337	0.18367346938775508	0.28125	0.25	0.37037037037037035	0.2592592592592593	0.34883720930232553	0.2698412698412699	0.26530612244897955	0.2542372881355932	0.4222222222222223	0.23636363636363633	0.3877551020408163	0.28767123287671237	0.5	0.5609756097560976	0.31034482758620685	0.29166666666666663	0.4285714285714286	0.24137931034482762	0.36363636363636365	0.26530612244897955	0.18518518518518523	0.46341463414634143	0.3090909090909091	0.25	0.31034482758620685	0.38095238095238093	0.26530612244897955	0.22033898305084743	0.24137931034482762	0.2857142857142857	0.25	0.29166666666666663	0.29166666666666663	0.2549019607843137	0.28301886792452835	0.3770491803278688	0.2857142857142857	0.2727272727272727	0.3207547169811321	0.29166666666666663	0.29166666666666663	0.29166666666666663	0.5294117647058824	0.39534883720930236	0.26315789473684215	0.21311475409836067	0.33333333333333337	0.36170212765957444	0.276595744680851
Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children	0.21739130434782605	0.375	0.33333333333333337	0.47058823529411764	0.36170212765957444	0.2692307692307693	0.3448275862068966	0.31999999999999995	0.31818181818181823	0.38095238095238093	0.26086956521739135	0.3191489361702128	0.4193548387096774	0.2962962962962963	0.1923076923076923	0.23076923076923073	0.41463414634146345	0.24590163934426235	0.3191489361702128	0.26315789473684215	0.4883720930232558	0.3584905660377359	0.3191489361702128	0.352112676056338	0.47619047619047616	0.4871794871794872	0.3214285714285714	0.30434782608695654	0.3191489361702128	0.3214285714285714	0.38095238095238093	0.23404255319148937	0.34615384615384615	0.4871794871794872	0.3584905660377359	0.4347826086956522	0.2142857142857143	0.25	0.276595744680851	0.29824561403508776	0.25	0.2592592592592593	0.30434782608695654	0.17391304347826086	0.17391304347826086	0.020408163265306145	0.37254901960784315	0.38983050847457623	0.33333333333333337	0.2857142857142857	0.2941176470588235	0.30434782608695654	0.30434782608695654	0.30434782608695654	0.5625	0.41463414634146345	0.4181818181818182	0.38983050847457623	0.3846153846153846	0.33333333333333337	0.28888888888888886
Calorie Posting in Chain Restaurants	0.26315789473684215	0.4	0.34782608695652173	0.46153846153846156	0.3846153846153846	0.36363636363636365	0.4	0.38095238095238093	0.33333333333333337	0.47058823529411764	0.3157894736842105	0.33333333333333337	0.4444444444444444	0.4347826086956522	0.31818181818181823	0.40909090909090906	0.3939393939393939	0.39622641509433965	0.33333333333333337	0.3877551020408163	0.48571428571428577	0.4222222222222223	0.3846153846153846	0.4920634920634921	0.3529411764705882	0.4193548387096774	0.41666666666666663	0.368421052631579	0.33333333333333337	0.41666666666666663	0.4117647058823529	0.33333333333333337	0.5	0.3548387096774194	0.37777777777777777	0.42105263157894735	0.41666666666666663	0.0	0.23076923076923073	0.34693877551020413	0.41666666666666663	0.34782608695652173	0.42105263157894735	0.26315789473684215	0.26315789473684215	0.2195121951219512	0.34883720930232553	0.4901960784313726	0.4347826086956522	0.3529411764705882	0.34883720930232553	0.368421052631579	0.368421052631579	0.368421052631579	0.5	0.33333333333333337	0.44680851063829785	0.4509803921568627	0.4545454545454546	0.2432432432432432	0.3513513513513513
The LongRun Growth in Obesity as a Function of Technological Change	0.276595744680851	0.3877551020408163	0.34545454545454546	0.5428571428571429	0.33333333333333337	0.28301886792452835	0.288135593220339	0.37254901960784315	0.4222222222222223	0.3023255813953488	0.3191489361702128	0.33333333333333337	0.39682539682539686	0.23636363636363633	0.05660377358490565	0.28301886792452835	0.4285714285714286	0.32258064516129037	0.33333333333333337	0.3448275862068966	0.5	0.37037037037037035	0.33333333333333337	0.36111111111111116	0.4418604651162791	0.5	0.368421052631579	0.3191489361702128	0.375	0.33333333333333337	0.4883720930232558	0.29166666666666663	0.3207547169811321	0.5	0.37037037037037035	0.4042553191489362	0.29824561403508776	0.2682926829268293	0.29166666666666663	0.27586206896551724	0.22807017543859653	0.2727272727272727	0.3191489361702128	0.19148936170212771	0.19148936170212771	0.16000000000000003	0.42307692307692313	0.4	0.3090909090909091	0.34883720930232553	0.3846153846153846	0.3191489361702128	0.3191489361702128	0.3191489361702128	0.5757575757575757	0.38095238095238093	0.3214285714285714	0.30000000000000004	0.4716981132075472	0.26086956521739135	0.21739130434782605
Is the Obesity Epidemic a Public Health Problem A Decade of Research on the Economics of Obesity	0.22448979591836737	0.05882352941176472	0.26315789473684215	0.6216216216216216	0.28	0.19999999999999996	0.24590163934426235	0.3584905660377359	0.276595744680851	0.24444444444444446	0.22448979591836737	0.24	0.29230769230769227	0.26315789473684215	0.34545454545454546	0.19999999999999996	0.40909090909090906	0.21875	0.4	0.2666666666666667	0.4782608695652174	0.2857142857142857	0.43999999999999995	0.29729729729729726	0.4222222222222223	0.47619047619047616	0.288135593220339	0.3877551020408163	0.43999999999999995	0.288135593220339	0.4222222222222223	0.31999999999999995	0.3090909090909091	0.47619047619047616	0.4285714285714286	0.30612244897959184	0.3220338983050848	0.34883720930232553	0.28	0.23333333333333328	0.22033898305084743	0.29824561403508776	0.22448979591836737	0.34693877551020413	0.26530612244897955	0.2692307692307693	0.33333333333333337	0.3548387096774194	0.368421052631579	0.28888888888888886	0.33333333333333337	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.5428571428571429	0.36363636363636365	0.24137931034482762	0.25806451612903225	0.34545454545454546	0.29166666666666663	0.33333333333333337
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.28301886792452835	0.2727272727272727	0.24590163934426235	0.7073170731707317	0.2222222222222222	0.15254237288135597	0.0461538461538461	0.4035087719298246	0.33333333333333337	0.30612244897959184	0.28301886792452835	0.2962962962962963	0.30434782608695654	0.24590163934426235	0.288135593220339	0.288135593220339	0.41666666666666663	0.2941176470588235	0.2592592592592593	0.3125	0.43999999999999995	0.30000000000000004	0.4814814814814815	0.2564102564102564	0.4693877551020408	0.4347826086956522	0.2698412698412699	0.3207547169811321	0.4814814814814815	0.33333333333333337	0.5102040816326531	0.2592592592592593	0.288135593220339	0.5652173913043479	0.30000000000000004	0.3207547169811321	0.33333333333333337	0.36170212765957444	0.2592592592592593	0.1875	0.2063492063492064	0.3114754098360656	0.3207547169811321	0.3207547169811321	0.3207547169811321	0.2857142857142857	0.31034482758620685	0.36363636363636365	0.3114754098360656	0.30612244897959184	0.3793103448275862	0.3207547169811321	0.3207547169811321	0.3207547169811321	0.641025641025641	0.375	0.32258064516129037	0.24242424242424243	0.35593220338983056	0.2692307692307693	0.23076923076923073
Social Network and Weight Misperception among Adolescents	0.37777777777777777	0.36170212765957444	0.28301886792452835	0.4545454545454546	0.30434782608695654	0.2941176470588235	0.4035087719298246	0.26530612244897955	0.2093023255813954	0.41463414634146345	0.24444444444444446	0.21739130434782605	0.3770491803278688	0.3207547169811321	0.4509803921568627	0.2941176470588235	0.25	0.4	0.34782608695652173	0.3571428571428571	0.38095238095238093	0.34615384615384615	0.4347826086956522	0.4	0.5121951219512195	0.4736842105263158	0.34545454545454546	0.33333333333333337	0.30434782608695654	0.3090909090909091	0.31707317073170727	0.34782608695652173	0.37254901960784315	0.5263157894736843	0.34615384615384615	0.37777777777777777	0.3090909090909091	0.3846153846153846	0.34782608695652173	0.3214285714285714	0.2727272727272727	0.3207547169811321	0.37777777777777777	0.37777777777777777	0.33333333333333337	0.29166666666666663	0.28	0.48275862068965514	0.39622641509433965	0.2682926829268293	0.31999999999999995	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.4838709677419355	0.19999999999999996	0.40740740740740744	0.4137931034482759	0.33333333333333337	0.40909090909090906	0.36363636363636365
Body Weight SelfPerception and Mental Health Among Adolescents	0.36170212765957444	0.26530612244897955	0.23636363636363633	0.6	0.25	0.24528301886792447	0.35593220338983056	0.2549019607843137	0.11111111111111116	0.34883720930232553	0.19148936170212771	0.25	0.2698412698412699	0.3090909090909091	0.4339622641509434	0.28301886792452835	0.2857142857142857	0.29032258064516125	0.29166666666666663	0.27586206896551724	0.40909090909090906	0.2962962962962963	0.45833333333333337	0.33333333333333337	0.5348837209302326	0.5	0.33333333333333337	0.3191489361702128	0.41666666666666663	0.29824561403508776	0.34883720930232553	0.29166666666666663	0.3207547169811321	0.44999999999999996	0.33333333333333337	0.36170212765957444	0.368421052631579	0.36585365853658536	0.25	0.24137931034482762	0.29824561403508776	0.3090909090909091	0.4042553191489362	0.36170212765957444	0.3191489361702128	0.28	0.1923076923076923	0.43333333333333335	0.38181818181818183	0.2558139534883721	0.1923076923076923	0.3191489361702128	0.3191489361702128	0.3191489361702128	0.5151515151515151	0.2857142857142857	0.3571428571428571	0.33333333333333337	0.3207547169811321	0.34782608695652173	0.34782608695652173
Do Nutrition Labels Improve Dietary Outcomes	0.2272727272727273	0.21739130434782605	0.46153846153846156	0.5	0.28888888888888886	0.31999999999999995	0.3571428571428571	0.45833333333333337	0.4285714285714286	0.25	0.2727272727272727	0.33333333333333337	0.4	0.3846153846153846	0.36	0.31999999999999995	0.4871794871794872	0.3220338983050848	0.4666666666666667	0.34545454545454546	0.46341463414634143	0.37254901960784315	0.33333333333333337	0.3913043478260869	0.44999999999999996	0.5675675675675675	0.37037037037037035	0.40909090909090906	0.37777777777777777	0.33333333333333337	0.4	0.37777777777777777	0.28	0.5675675675675675	0.4117647058823529	0.2727272727272727	0.33333333333333337	0.42105263157894735	0.33333333333333337	0.4181818181818182	0.2962962962962963	0.3846153846153846	0.0	0.31818181818181823	0.31818181818181823	0.3191489361702128	0.4285714285714286	0.4385964912280702	0.3846153846153846	0.4	0.3877551020408163	0.40909090909090906	0.40909090909090906	0.40909090909090906	0.5333333333333333	0.3846153846153846	0.28301886792452835	0.29824561403508776	0.43999999999999995	0.4418604651162791	0.2558139534883721
Bias discrimination and Obesity	0.368421052631579	0.30000000000000004	0.4782608695652174	0.5384615384615384	0.23076923076923073	0.31818181818181823	0.4	0.47619047619047616	0.38888888888888884	0.23529411764705888	0.26315789473684215	0.28205128205128205	0.4814814814814815	0.34782608695652173	0.40909090909090906	0.36363636363636365	0.4545454545454546	0.4339622641509434	0.3846153846153846	0.4693877551020408	0.48571428571428577	0.37777777777777777	0.4358974358974359	0.4920634920634921	0.5294117647058824	0.4838709677419355	0.45833333333333337	0.42105263157894735	0.4871794871794872	0.375	0.3529411764705882	0.33333333333333337	0.31818181818181823	0.4838709677419355	0.4666666666666667	0.3157894736842105	0.45833333333333337	0.4375	0.33333333333333337	0.4693877551020408	0.375	0.3913043478260869	0.26315789473684215	0.3157894736842105	0.368421052631579	0.36585365853658536	0.4418604651162791	0.4509803921568627	0.3913043478260869	0.2941176470588235	0.39534883720930236	0.42105263157894735	0.42105263157894735	0.42105263157894735	0.41666666666666663	0.33333333333333337	0.36170212765957444	0.4117647058823529	0.5	0.5135135135135135	0.3513513513513513
Measuring the Health of the US Population	0.38095238095238093	0.36363636363636365	0.31999999999999995	0.5333333333333333	0.34883720930232553	0.29166666666666663	0.37037037037037035	0.30434782608695654	0.15000000000000002	0.42105263157894735	0.23809523809523814	0.39534883720930236	0.3448275862068966	0.43999999999999995	0.41666666666666663	0.375	0.29729729729729726	0.4035087719298246	0.34883720930232553	0.3207547169811321	0.3846153846153846	0.3877551020408163	0.4418604651162791	0.4328358208955224	0.4736842105263158	0.4285714285714286	0.3846153846153846	0.23809523809523814	0.34883720930232553	0.34615384615384615	0.42105263157894735	0.2558139534883721	0.41666666666666663	0.48571428571428577	0.34693877551020413	0.38095238095238093	0.42307692307692313	0.2222222222222222	0.3023255813953488	0.3207547169811321	0.42307692307692313	0.4	0.4285714285714286	0.33333333333333337	0.33333333333333337	0.28888888888888886	0.14893617021276595	0.4545454545454546	0.43999999999999995	0.26315789473684215	0.3191489361702128	0.23809523809523814	0.23809523809523814	0.23809523809523814	0.5714285714285714	0.4054054054054054	0.4509803921568627	0.4181818181818182	0.375	0.31707317073170727	0.31707317073170727
OrderGet Menu Pricing website	0.5384615384615384	0.41463414634146345	0.4893617021276596	0.4814814814814815	0.35	0.33333333333333337	0.4901960784313726	0.4418604651162791	0.4054054054054054	0.48571428571428577	0.23076923076923073	0.30000000000000004	0.49090909090909096	0.4042553191489362	0.37777777777777777	0.4222222222222223	0.5294117647058824	0.4814814814814815	0.4	0.48	0.6111111111111112	0.4782608695652174	0.5	0.53125	0.6	0.625	0.5102040816326531	0.3846153846153846	0.44999999999999996	0.30612244897959184	0.4285714285714286	0.4	0.4222222222222223	0.5625	0.4782608695652174	0.4871794871794872	0.4693877551020408	0.3939393939393939	0.4	0.48	0.4285714285714286	0.4042553191489362	0.4358974358974359	0.33333333333333337	0.3846153846153846	0.2857142857142857	0.4545454545454546	0.5769230769230769	0.4893617021276596	0.4285714285714286	0.4545454545454546	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.6	0.5294117647058824	0.375	0.42307692307692313	0.5111111111111111	0.5263157894736843	0.4736842105263158
