ria,cite,jac,jac_match,jac_check,lev,lev_match,lev_check,partial,partial_match,partial_check,sor,sor_match,sor_check,source,type
2130-AB69,Risk Analysis of Rail Transport of Chlorine  Ammonia on US railroad Mainlines,0.363636364,Railroad Injury Causes Costs and Comparisons with other Transport Modes” Journal of Safety Research,0,0.732673267,Railroad Injury Causes Costs and Comparisons with other Transport Modes” Journal of Safety Research,0,0.56,Association of American Railroads AAR before US House of Representatives Subcommittee on Railroads,0,0.222222222,Railroad Injury Causes Costs and Comparisons with other Transport Modes” Journal of Safety Research,0,gt,Other
2060-AP50,Current Estimates from the National Health Interview Survey 1996,0.115384615,Current Estimates from the National Health Interview Survey,1,0.078125,Current Estimates from the National Health Interview Survey,1,0,Current Estimates from the National Health Interview Survey,1,0.06122449,Current Estimates from the National Health Interview Survey,1,gt,Government Report 
2060-AO81,Diesel Locomotives Marine Distillate Residual Boiler,0.333333333,Discounting the distant future how much do uncertain rates increase valuations,0,0.692307692,Diesel Throughput Volume by Percentage of Diesel Fuel Retailers” Memorandum to the Docket,0,0.47,This document is contained,0,0.2,Discounting the distant future how much do uncertain rates increase valuations,0,gt,Government Report
2060-AP58,The Effect of Annual Changes in Automobile Fuel Economy Standards,0.24137931,Office of Chief Counsel National Highway Traffic Safety Administration,0,0.607594937,Effectiveness and Impact of Corporate Average Fuel Economy CAFE Standards’’,0,0.44,Effectiveness and Impact of Corporate Average Fuel Economy CAFE Standards’’,0,0.137254902,Office of Chief Counsel National Highway Traffic Safety Administration,0,gt,Scholarly Journal
2040-AE95,Testimony of Christopher J Brescia President of Midwest Area River Coalition 2000 on Proposals for a Water Resources Development Act of 2002 before the Committee on Environment and Public Works United States Senate,0.261904762,Table 111 Summary of Annualized Costs of Compliance Millions 2009 Discount Rate Option 1 IM Everywhere Option 2,0,0.722972973,a Options are presented in order of increasing stringency b Net benefits are calculated by subtracting total annualized costs from total annual benefits c Incremental net benefits are equal to the difference between net benefits of an option and net benefits of the previous less stringent option,0,0.4,the Census,,0,Table 111 Summary of Annualized Costs of Compliance Millions 2009 Discount Rate Option 1 IM Everywhere Option 2,0,gt,
2127-AK97,Motorcoach Facts 2009,0.678571429,The latest version modified by the Office of Management and Budget in,0,0.847058824,Traffic and Motor Vehicle Safety Act to NHTSA61 NHTSA is adopting this rule under the,0,0.53,Traffic and Motor Vehicle Safety Act to NHTSA61 NHTSA is adopting this rule under the,0,0.513513514,The latest version modified by the Office of Management and Budget in,0,gt,NGO Database
2060-AO81,Influence on Transient Emissions at Various Injection Timings Using Cetane Improvers BioDiesel and Low Aromatic Fuels,0.242424242,Energy Alternative Fuels  Advanced Vehicles Data Center Biodiesel Incentives and Laws Accessed,0,0.692307692,Effects of ambient concentrations of peroxyacetyl nitrate on navel orange trees,0,0.49,Biodiesel from Microalgaequot,0,0.137931034,Energy Alternative Fuels  Advanced Vehicles Data Center Biodiesel Incentives and Laws Accessed,0,gt,Non-government Report
2050-AE81,Economic Analysis of Wet Versus Dry Ash Disposal Systems Interagency EnergyEnvironment RD Program Report,0.344827586,Statelocal govt cost as percentage of StateLocal government electric utility annual revenues,0,0.75,25 million threshold test subtotal StateLocal govt cost 967,0,0.6,Statelocal government 100 million direct cost threshold test,0,0.208333333,Statelocal govt cost as percentage of StateLocal government electric utility annual revenues,0,gt,Government Report 
2060-AP58,Normal� Markets Market Imperfections and Energy Efficiency,0.28,National Academy of Sciences National Academy of Engineering,0,0.672413793,Consumer Views on Transportation and Energy Second Edition,0,0.5,Consumer Views on Transportation and Energy Second Edition,0,0.162790698,National Academy of Sciences National Academy of Engineering,0,gt,Scholarly Journal
2060-AP50,GTAP Energy in GAMS The Dataset and Static Model,0.269230769,Increased Particulate Air Pollution and the Triggering of Myocardial Infarction,0,0.686746988,Acute Effects of Ambient Inhalable Particles in Asthmatic and Nonasthmatic Children,0,0,GTAP Energy in GAMS The Dataset and Static Model” University of Colorado at Boulder Working Paper 00 2 Available at httpwwwmpsgeorgmainpagempsgehtm US Department of Energy Energy Information Administration Undated a State Energy Data Report,1,0.155555556,Increased Particulate Air Pollution and the Triggering of Myocardial Infarction,0,gt,Other
0938-AP15,IPPS Final Rule,0.529411765,Functional urinary incontinence ,0,0.708333333,Functional quadriplegia ,0,0.47,Functional quadriplegia ,0,0.36,Functional urinary incontinence ,0,gt,Regulation
2502-AI61,Mortgage Lenders Prepare for Brave New World of Bundled Services  Well Sort Of,0.137931034,Mortgage Lenders Prepare for Brave New World of Bundled Services—Well,1,0.141025641,Mortgage Lenders Prepare for Brave New World of Bundled Services—Well,1,0.05,Mortgage Lenders Prepare for Brave New World of Bundled Services—Well,1,0.074074074,Mortgage Lenders Prepare for Brave New World of Bundled Services—Well,1,gt,Article
2126-AB20,Sleep loss and performance no safe duration of a monotonous task,0.238095238,Sleepiness as a consequence of shift work,0,0.640625,Sleepiness as a consequence of shift work,0,0.43,Effects of loading and unloading cargo on commercial truck driver alertness and performance Federal Motor Carrier Safety Administration FMCSA,0,0.135135135,Sleepiness as a consequence of shift work,0,gt,Scholarly Journal
2130-AB69,Element properties of chlorine,0.48,Association of American Railroads AAR before US House of Representatives Subcommittee on Railroads,0,0.68627451,Statement to the docket by the Dow Chemical Company,0,0.54,Car Performance Standards NPRM  RIA NTSB “Derailment of Canadian Pacific Railway Freight Train 29216 and Subsequent Release of Anhydrous Ammonia Near,0,0.315789474,Association of American Railroads AAR before US House of Representatives Subcommittee on Railroads,0,gt,Other
2127-AK29,Statistical Release H15 Selected Interest Rates,0.56,Oil Imports An Assessment of Benefits and Costs,0,0.775510204,Vehicle Survivability and Travel Mileage Schedules” Office of Regulatory Analysis and Evaluation,0,0.58,Description of VMT Forecasting Procedure for ‘Car Talk’ Base line Forecasts” manuscript Volpe National Transportation Systems Center US Department of Transportation,0,0.388888889,Oil Imports An Assessment of Benefits and Costs,0,gt,Database
2060-AN99,Report Cites PPG Savings on Mercury Process Could Boost Efficiency Phase Out Toxic Discharge at Marshall Plant,0.3125,The Effects of Environmental Regulation on Technology Diffusion The Case of,0,0.754545455,Potassium Carbonate Faces Pressures from the Video Glass” Chemical Market Reporter,0,0.5,Accessed,0,0.185185185,The Effects of Environmental Regulation on Technology Diffusion The Case of,0,gt,Article
2050-AG46,Evaluating Vehicle Emissions Inspection and Maintenance Programs,0.041666667,Committee on Vehicle Emission Inspection and Maintenance Programs Evaluating Vehicle Emissions Inspection and Maintenance Programs,1,0.507692308,Committee on Vehicle Emission Inspection and Maintenance Programs Evaluating Vehicle Emissions Inspection and Maintenance Programs,1,0,Committee on Vehicle Emission Inspection and Maintenance Programs Evaluating Vehicle Emissions Inspection and Maintenance Programs,1,0.021276596,Committee on Vehicle Emission Inspection and Maintenance Programs Evaluating Vehicle Emissions Inspection and Maintenance Programs,1,gt,Book
2070-AJ57,Group Quarters Population by Group Quarters Type,0.363636364,QTP34 Poverty Status in,0,0.729166667,for Education Statistics NCES,0,0.53,US Census Population Data Table created at httpwwwncesedgovccdbatindexasp Accessed 12152006,0,0.222222222,QTP34 Poverty Status in,0,gt,Database 
2060-AP58,Science  algorithms of EPA Models3 Community Multiscale  Air Quality,0.290322581,Protection Agency at the following address Director Certification and Innovative Strategies Division US Environmental Protection Agency,0,0.762589928,The Physical Science Basis Contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change,0,0.56,Intergovernmental Panel on Climate Change IPCC the US Climate Change Science Program CCSP and EPA Our discussion relies heavily on the most recent thoroughly peerreviewed and credible assessments of global and US climate change the IPCC Fourth Assessment Report Climate Change 2007 EPA’s proposed Endangerment and Cause or Contribute Findings for Greenhouse Gases under,0,0.169811321,Protection Agency at the following address Director Certification and Innovative Strategies Division US Environmental Protection Agency,0,gt,
2060-AP50,Guidelines for Preparing Economic Analyses,0,Guidelines for Preparing Economic Analyses,1,0,Guidelines for Preparing Economic Analyses,1,0,Guidelines for Preparing Economic Analyses,1,0,Guidelines for Preparing Economic Analyses,1,gt,Government Report
2060-AO81,Wisconsin Statewide Waste Characterization Study,0.1,Washington State Waste Characterization Study,0,0.208333333,Washington State Waste Characterization Study,0,0.16,Washington State Waste Characterization Study,0,0.052631579,Washington State Waste Characterization Study,0,gt,Government Report
1210-ZA14,The Efficiency of Pension Plan Investment Menus Investment Choices in Defined Contribution Pension Plans,0.333333333,The Behavioral Economics of Retirement Savings Behavior AARP Public Policy Institute White Paper,0,0.730769231,The Behavioral Economics of Retirement Savings Behavior AARP Public Policy Institute White Paper,0,0.48,The Effects of Expenses on Mutual Fund Flows,0,0.2,The Behavioral Economics of Retirement Savings Behavior AARP Public Policy Institute White Paper,0,gt,Other
2060-AP58,Monographs on the Evaluation of the Carcinogenic Risk of Chemicals for Humans Vol 82,0.344827586,2 Calculate separately the grams for Testing,0,0.714285714,Hematotoxicity and carcinogenicity of benzene,0,0.47,Hematotoxicity and carcinogenicity of benzene,0,0.208333333,2 Calculate separately the grams for Testing,0,gt,Non-government report
2060-AP50,Analysis of PM25 using the Environmental Benefits Mapping and Analysis Program,0.074074074,Analysis of PM25 Using the Environmental Benefits Mapping and Analysis Program BenMAP,1,0.094117647,Analysis of PM25 Using the Environmental Benefits Mapping and Analysis Program BenMAP,1,0.02,Analysis of PM25 Using the Environmental Benefits Mapping and Analysis Program BenMAP,1,0.038461538,Analysis of PM25 Using the Environmental Benefits Mapping and Analysis Program BenMAP,1,gt,Scholarly Journal
2060-AP86,Greenhouse Gas GHG Emissions and New Source Review,0.424242424,Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Hydrogen Production Proposed Rule for Mandatory Reporting of Greenhouse Gases,0,0.706521739,Environmental Protection Agency EPA Emissions  Generation Resource Integrated Database eGRID,0,0.44,bLabor cost of 7722hr from Prevention of Significant Deterioration and NonAttainment Area New Source Review Renewal,0,0.269230769,Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Hydrogen Production Proposed Rule for Mandatory Reporting of Greenhouse Gases,0,gt,Government Report
2502-AI61,Mortgage Banking Unbundling Structure Automation and Profit,0.115384615,Mortgage Banking Unbundling Structure Automation and Profit” Mortgage Banking,1,0.253164557,Mortgage Banking Unbundling Structure Automation and Profit” Mortgage Banking,1,0,Mortgage Banking Unbundling Structure Automation and Profit” Mortgage Banking,1,0.06122449,Mortgage Banking Unbundling Structure Automation and Profit” Mortgage Banking,1,gt,Article
2060-AP86,Technical Support Document for the Silicon Carbide Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases,0.125,Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Silicon Carbide Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases,0,0.336842105,Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Silicon Carbide Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases,0,0,Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Silicon Carbide Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases,0,0.066666667,Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Silicon Carbide Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases,0,gt,Government Report
2060-AO15,DB Million Dollar Directory,0,DB Million Dollar Directory,1,0,DB Million Dollar Directory,1,0,DB Million Dollar Directory,1,0,DB Million Dollar Directory,1,gt,Non-Government Report
2040-AE95,Clean Air Visibility Rule,0.363636364,Air Transport Regulatory Actions Available at,0,0.627906977,Clean Air Interstate Rule Basic Information,0,0,Regulatory Impact Analysis for the Final Clean Air Visibility Rule or the Guidelines for Best Available Retrofit Technology BART Determinations Under the Regional Haze Regulations US Environmental Protection Agency Office of Air and Radiation,1,0.222222222,Air Transport Regulatory Actions Available at,0,gt,Government Report
2060-AP58,Consumer Views on  Transportation and Energy Second Edition  Technical Report,0.12,Consumer Views on Transportation and Energy Second Edition,1,0.246753247,Consumer Views on Transportation and Energy Second Edition,1,0.02,Consumer Views on Transportation and Energy Second Edition,1,0.063829787,Consumer Views on Transportation and Energy Second Edition,1,gt,
2040-AE95,The Elasticity of Demand for Health Care A Review of the Literature and Its Application to the Military Health System,0.03125,The Elasticity of Demand for Health Care A Review of the Literature and Its Application to the Military Health System RAND National Defense Research InstituteRAND Health,1,0.307692308,The Elasticity of Demand for Health Care A Review of the Literature and Its Application to the Military Health System RAND National Defense Research InstituteRAND Health,1,0,The Elasticity of Demand for Health Care A Review of the Literature and Its Application to the Military Health System RAND National Defense Research InstituteRAND Health,1,0.015873016,The Elasticity of Demand for Health Care A Review of the Literature and Its Application to the Military Health System RAND National Defense Research InstituteRAND Health,1,gt,Book
1904-AB70,Telephone conversation with Barbara Atkinson LBNL,0.181818182,Telephone conversation with Barbara,1,0.285714286,Telephone conversation with Barbara,1,0,Telephone conversation with Barbara,1,0.1,Telephone conversation with Barbara,1,gt,Other
2060-AO81,Petrojam Limited,0.470588235,Plano National de Energia,0,0.743589744,Fuel Permeation from Automotive Systems,0,0.38,httpwwwenergycagov2005publicationsCEC6002005037CEC6002005037PDF Official Opening of Petrojam Ethanol Limited httpwwwpcjcompetrojamwhatsnewhtm 375Petrojam Limited httpwwwpetrojambunkeringcompetrojamaboutbhtm FO,1,0.307692308,Plano National de Energia,0,gt,Other
2060-AP52,Mechanistic analysis of plant responses to air pollution,0.2,Mercuryinduced reproductive impairment in fish,0,0.589285714,Elementary school absenteeism and air pollution,0,0.43,Elementary school absenteeism and air pollution,0,0.111111111,Mercuryinduced reproductive impairment in fish,0,gt,Scholarly Journal
2060-AM44,Electric Power Annual 2008 Table 11,0.416666667,Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85,1,0.73015873,Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85,1,0.03,Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85,1,0.263157895,Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85,1,gt,Government Report 
0910-AG41,2007 Census of Agriculture United States Summary and State Data Volume 1 Geographic Area Series Part 51,0.263157895,For the purposes of this part Cigarette means 1 Any roll of tobacco wrapped in paper or in any substance not containing tobacco and 2 Any roll of tobacco wrapped in any substance containing tobacco which because of its appearance the type of tobacco used in the filler or its packaging and labeling is likely to be offered to or purchased by consumers as a cigarette described in paragraph 1 of this definition Commerce means 1 Commerce between any State the District of Columbia the Commonwealth of Puerto Rico Guam the Virgin Islands,0,0.695364238,The Preventable Causes of Death in the United States Comparative Risk Assessment of Dietary Lifestyle and Metabolic Risk Factors’’ PLoS Medicine 64,1,0.32,Department of Agriculture,1,0.151515152,For the purposes of this part Cigarette means 1 Any roll of tobacco wrapped in paper or in any substance not containing tobacco and 2 Any roll of tobacco wrapped in any substance containing tobacco which because of its appearance the type of tobacco used in the filler or its packaging and labeling is likely to be offered to or purchased by consumers as a cigarette described in paragraph 1 of this definition Commerce means 1 Commerce between any State the District of Columbia the Commonwealth of Puerto Rico Guam the Virgin Islands,1,gt,Government Report 
2060-AP58,Federal Highway Cost Allocation Study Final Report,0.275862069,Office of Chief Counsel National Highway Traffic Safety Administration,0,0.716666667,National Academy of Sciences National Academy of Engineering,0,0.54,Office of Chief Counsel National Highway Traffic Safety Administration,0,0.16,Office of Chief Counsel National Highway Traffic Safety Administration,0,gt,Government Report
2060-AP50,Electric Power Monthly March 2010 with data for December 2009,0.35483871,III Elementary school absences and PM10 pollution in Utah Valley,0,0.734042553,The Empirical Properties of Two Classes of Design for Transferable Discharge Permit Markets”,0,0.55,State Level Data for,0,0.215686275,III Elementary school absences and PM10 pollution in Utah Valley,0,gt,Government Report
1904-AB70,Arizona Public Service Energy Efficient Market Potential Study,0,Arizona Public Service Energy Efficient Market Potential Study,1,0,Arizona Public Service Energy Efficient Market Potential Study,1,0,Arizona Public Service Energy Efficient Market Potential Study,1,0,Arizona Public Service Energy Efficient Market Potential Study,1,gt,Non-Government Report
2060-AP52,Reduction in fine particulate air pollution and mortality  Extended followup of the Harvard six cities study,0.233333333,Association of Heart rate Variability with Occupational and Environmental Exposure to Particulate Air Pollution Circulation,0,0.601694915,Daily Variation of Particulate Air Pollution and Poor Cardiac Autonomic Control in the Elderly Environ Health Perspect,0,0.39,An Association between Air Pollution and Mortality in Six US,0,0.132075472,Association of Heart rate Variability with Occupational and Environmental Exposure to Particulate Air Pollution Circulation,0,gt,Scholarly Journal
2040-AE95,Economic Impact and Small Business Analysis for Petroleum Refinery NESHAP �� Heat Exchange Systems,0.121212121,Economic Impact and Small Business Analysis for Petroleum Refinery NESHAP –– Heat Exchange Systems,1,0.058823529,Economic Impact and Small Business Analysis for Petroleum Refinery NESHAP –– Heat Exchange Systems,1,0.07,Economic Impact and Small Business Analysis for Petroleum Refinery NESHAP –– Heat Exchange Systems,1,0.064516129,Economic Impact and Small Business Analysis for Petroleum Refinery NESHAP –– Heat Exchange Systems,1,gt,
2502-AI61,OneStopShopping for Settlement Services Versus RESPA Barriers to Integrated Services,0.125,OneStopShopping for Settlement Services Versus RESPA Barriers to Integrated Services Published in Problems Surrounding the Mortgage Origination Process Prepared for the Joint Hearings before the Subcommittee on,1,0.6,OneStopShopping for Settlement Services Versus RESPA Barriers to Integrated Services Published in Problems Surrounding the Mortgage Origination Process Prepared for the Joint Hearings before the Subcommittee on,1,0,OneStopShopping for Settlement Services Versus RESPA Barriers to Integrated Services Published in Problems Surrounding the Mortgage Origination Process Prepared for the Joint Hearings before the Subcommittee on,1,0.066666667,OneStopShopping for Settlement Services Versus RESPA Barriers to Integrated Services Published in Problems Surrounding the Mortgage Origination Process Prepared for the Joint Hearings before the Subcommittee on,1,gt,Hearing
2127-AK29,Vehicle Survivability and Travel Mileage Schedules,0.3,Vehicle Survivability and Travel Mileage Schedules” Office of Regulatory Analysis and Evaluation,1,0.489795918,Vehicle Survivability and Travel Mileage Schedules” Office of Regulatory Analysis and Evaluation,1,0,Vehicle Survivability and Travel Mileage Schedules” Office of Regulatory Analysis and Evaluation,1,0.176470588,Vehicle Survivability and Travel Mileage Schedules” Office of Regulatory Analysis and Evaluation,1,gt,Government Report
2060-AP86,Regulatory Impact Analysis for the Stationary SparkIgnition New Source Performance Standard SI NSPS and New Area Source NESHAP,0.277777778,National Laboratory LBNL Energy Data Sourcebook for the US Residential Sector Prepared by Energy Analysis Program Environmental Energy Technologies Division LBNL,0,0.738095238,bLabor cost of 7722hr from Prevention of Significant Deterioration and NonAttainment Area New Source Review Renewal,0,0.54,bLabor cost of 7722hr from Prevention of Significant Deterioration and NonAttainment Area New Source Review Renewal,0,0.161290323,National Laboratory LBNL Energy Data Sourcebook for the US Residential Sector Prepared by Energy Analysis Program Environmental Energy Technologies Division LBNL,0,gt,RIA
2060-AP58,Toxicological Review of  Benzene Noncancer Effects,0.413793103,Be addressed to Administrator National Highway Traffic Safety Administration,1,0.733333333,National Academy of Sciences National Academy of Engineering,0,0.02,Toxicological Review of Benzene Noncancer Effects Environmental Protection Agency Integrated Risk Information System IRIS Research and Development National Center for Environmental Assessment Washington DC This material is available electronically at httpwwwepagovirissubst0276htm,1,0.260869565,Be addressed to Administrator National Highway Traffic Safety Administration,0,gt,
2060-AO81,Simulation of Corn Stover Logistics from Onfarm Storage to an Ethanol Plant,0.266666667,Estimation of the Monthly Average Ratios of Organic Mass to Organic Carbon for Fine Particulate Matter at an Urban Site,0,0.659793814,National Soil Survey Corn Stover to Sustain Soil Organic Carbon Further Constrains Biomass Supply,0,0.29,World Ethanol ,0,0.153846154,Estimation of the Monthly Average Ratios of Organic Mass to Organic Carbon for Fine Particulate Matter at an Urban Site,0,gt,Other
2040-AE95,Business Fixed Investment And The Recent Business Cycle In Japan,0.12,Business Fixed Investment And The Recent Business Cycle,1,0.140625,Business Fixed Investment And The Recent Business Cycle,1,0,Business Fixed Investment And The Recent Business Cycle,1,0.063829787,Business Fixed Investment And The Recent Business Cycle,1,gt,
2060-AP52,Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age,0.088235294,Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‖ Epidemiology,1,0.158415842,Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‖ Epidemiology,1,0,Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‖ Epidemiology,1,0.046153846,Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‖ Epidemiology,1,gt,Scholarly Journal
2060-AP90,An empirical Bayes approach to combining and comparing estimates of the value of a statistical life for environmental policy analysis ,0.192307692,The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution Air Qual Atmos Health,0,0.696428571,and Emissions Test Database for the Sewage Sludge Incineration Source Category Memorandum from Eastern Research Group to Amy Hambrick US Environmental Protection Agency,0,0.42,Environmental Protection Agency,0,0.106382979,The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution Air Qual Atmos Health,0,gt,Scholarly Journal
1557-AC99,5 USC 603a,0.783783784,Adoption of Proposed Common Rule 1 The authority citation for part 3 continues to read as follows Authority 12 USC 93a 161 1818 3907 and 3909 1921 Federal Register ,0,0.945121951,Adoption of Proposed Common Rule 1 The authority citation for part 3 continues to read as follows Authority 12 USC 93a 161 1818 3907 and 3909 1921 Federal Register ,0,0.3,Adoption of Proposed Common Rule 1 The authority citation for part 3 continues to read as follows Authority 12 USC 93a 161 1818 3907 and 3909 1921 Federal Register ,0,0.644444444,Adoption of Proposed Common Rule 1 The authority citation for part 3 continues to read as follows Authority 12 USC 93a 161 1818 3907 and 3909 1921 Federal Register ,0,gt,Regulation 
2040-AE95,Standard  Poor�s SP,0.473684211,Standards of Performance for Petroleum Refineries,0,0.693877551,Standards of Performance for Petroleum Refineries,0,0.32,Standards of Performance for Petroleum Refineries,0,0.310344828,Standards of Performance for Petroleum Refineries,0,gt,Non-Government Report
2060-AO81,Review of Data on HAP Content in Gasoline Memorandum from MACTECT to Steve Shedd,0.071428571,Review of Data on HAP Content in Gasoline Memorandum from MACTEC to,1,0.1625,Review of Data on HAP Content in Gasoline Memorandum from MACTEC to,1,0.02,Review of Data on HAP Content in Gasoline Memorandum from MACTEC to,1,0.037037037,Review of Data on HAP Content in Gasoline Memorandum from MACTEC to,1,gt,Other
2050-AG46,Actions Concerning Regulations That Significantly Affect Energy Supply Distribution or Use,0.303030303,Environmental Protection Agency quotRegulatory Impact Analysis of Technical Standards for Underground Storage Tanksquot,0,0.7,Economic Census Retail Trade Industry Series Gasoline Stations,0,0.55,Environmental Protection Agency quotRegulatory Impact Analysis of Technical Standards for Underground Storage Tanksquot,0,0.178571429,Environmental Protection Agency quotRegulatory Impact Analysis of Technical Standards for Underground Storage Tanksquot,0,gt,Regulation 
2060-AO81,Atmospheric Deposition of Nitrogen Implications for Nutrient OverEnrichment of Coastal Waters,0.2,Environmental Protection Agency Office of Water National Water Quality Inventory Report to Congress,0,0.261904762,Atmospheric Deposition of Nitrogen Implications for Nutrient OverEnrichment of Coastal Waters” Estuaries Volume 25 Number 4B,1,0,Atmospheric Deposition of Nitrogen Implications for Nutrient OverEnrichment of Coastal Waters” Estuaries Volume 25 Number 4B,1,0.111111111,Environmental Protection Agency Office of Water National Water Quality Inventory Report to Congress,0,gt,Scholarly Journal
2060-AM44,2002 Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments 2002 GC0244 ,0.066666667,Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments,1,0.173076923,Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments,1,0,Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments,1,0.034482759,Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments,1,gt,Government Report
2070-AJ57,Residential LeadBased Paint Hazard Reduction Act of 1992,0.393939394,Revenue Procedure 200770 Available at httpwwwirsgovpubirsdroprp0770pdf Accessed 12162009,0,0.714285714,Environmental Protection Agency EPA,0,0.47,Environmental Protection Agency EPA 2004a Lead Notification Requirements for LeadBased Paint Abatement Activities and Training Final Rule,0,0.245283019,Revenue Procedure 200770 Available at httpwwwirsgovpubirsdroprp0770pdf Accessed 12162009,0,gt,Other 
2040-AE95,Food Beverage and Tobacco Trends,0.35,The Food and Beverage Industry,0,0.71875,The Food and Beverage Industry,0,0,Food Beverage and Tobacco Trends Available at httpwwwplunkettresearchcomIndustriesFoodBeverageTobaccoFoodBeverageTobaccoTrendstabid249Defa ultaspx Pponlinecom,0,0.212121212,The Food and Beverage Industry,0,gt,Non-Government Report
1904-AB59,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0.222222222,Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities Office of Management and Budget Office of Information and Regulatory Affairs,1,0.407960199,Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities Office of Management and Budget Office of Information and Regulatory Affairs,1,0.04,Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities Office of Management and Budget Office of Information and Regulatory Affairs,1,0.125,Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities Office of Management and Budget Office of Information and Regulatory Affairs,1,gt,Government Report
2060-AO81,Exposure of humans to ambient levels of ozone for 66 hours causes cellular and biochemical changes in the lung,0,Exposure of humans to ambient levels of ozone for 66 hours causes cellullar and biochemical changes in the lung,1,0.009009009,Exposure of humans to ambient levels of ozone for 66 hours causes cellullar and biochemical changes in the lung,1,0.01,Exposure of humans to ambient levels of ozone for 66 hours causes cellullar and biochemical changes in the lung,1,0,Exposure of humans to ambient levels of ozone for 66 hours causes cellullar and biochemical changes in the lung,1,gt,Scholarly Journal
2050-AE81,TVA Estimates cleanup cost at between 525m825m,0.428571429,25 million test Annualized direct compliance cost expenditures to statelocal governments,0,0.739130435,Statebystate aggregated plant data comparison to statewide benchmarks,0,0.57,Statebystate aggregated plant data comparison to statewide benchmarks,0,0.272727273,25 million test Annualized direct compliance cost expenditures to statelocal governments,0,gt,Magazine
2502-AI61,Technology Pays Off in 2001,0.296296296,Technology Pays Off in 2001” Mortgage Banking,1,0.425531915,Technology Pays Off in 2001” Mortgage Banking,1,0,Technology Pays Off in 2001” Mortgage Banking,1,0.173913043,Technology Pays Off in 2001” Mortgage Banking,1,gt,Article
1235-AA05,Requirements for MedicaidFunded Personal Care Service Attendants,0.428571429,Census Bureau Center for Economic Studies Business Dynamics Statistics Firm Age by Firm Size Available at httpwwwcescensusgov indexphpbdsbdsdatabaselist Accessed,0,0.71875,Occupational Outlook Handbook 2010–11 Edition Home Health Aides and Personal and Home Care Aides on the Internet at httpwwwbls,0,0.5,Occupational Outlook Handbook 2010–11 Edition Home Health Aides and Personal and Home Care Aides on the Internet at httpwwwbls,0,0.272727273,Census Bureau Center for Economic Studies Business Dynamics Statistics Firm Age by Firm Size Available at httpwwwcescensusgov indexphpbdsbdsdatabaselist Accessed,0,gt,Regulation
2127-AK56,A Benchmarking Study of the Size and Activity of the Motorcoach Industry in the United States and Canada in 2007,0.405405405,A Suggested Approach for Discounting the Benefits and Costs of Environmental Regulations unpublished working papers,0,0.75,A Primer on the Major Issues Relating to the Discount Rate for Evaluating National Energy Options,0,0.55,15 For this analysis the estimates were inflated to,0,0.254237288,A Suggested Approach for Discounting the Benefits and Costs of Environmental Regulations unpublished working papers,0,gt,Non-Government Report 
2060-AO81,Hematotoxicity and carcinogenicity of benzene,0,Hematotoxicity and carcinogenicity of benzene,1,0,Hematotoxicity and carcinogenicity of benzene,1,0,Hematotoxicity and carcinogenicity of benzene,1,0,Hematotoxicity and carcinogenicity of benzene,1,gt,Scholarly Journal
