	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Prevalence and Trends in Obesity Among U.S.	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Size Matters: The Influence of Adolescent’s Weight and	Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	Will all Americans become Overweight or Obese? Estimating the Progression and	Department of Health and Human Services and U.S. Department of Agriculture, “2010 Dietary Guidelines for Americans,” 7th ed., Washington DC: U.S. Government Printing Office,	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	"Nutrient Contribution of Food Away From Home."" In America&apos;s Eating Habits: Changes and Consequences,"	Separating what We Eat from where:	Foundation. “Menu Labeling: Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior?” Healthy Eating Research,	Taxing Caloric Sweetened Beverages: Potential Effects on	FDA Labeling Cost Model, Final Report.” Prepared for Amber Jessup, DHHS/PHS/FDA/CFSAN. Prepared by	Silliker Information.” Memo to File,	Online Appendix for ‘Are Restaurants Really Supersizing America?’”	Testing Laboratory. “Quality Nutrition Analysis.”	Evaluation Of Recordkeeping Costs For Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin DHHS/PHS/FDA/CFSAN. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	FDA Report,” ReCount Restaurant Census.	Under the Radar: Top 50	Acquisition Pace Quickens in 2010, but Despite Consolidation, Top Chains Still Account for Nearly 40	Sector 72: Sub: Single Unit & Multiunit Firms for the U.S:	Insights “New menu items at restaurants” Memo to File.	Display Signs & Design “Order/Get Menu Pricing” website http://www.dsdsign.com/Pages/menus3.htm. accessed on October 6,	McDonald’s meeting	Sector 72: Sub: Seating Capacity for the U.S. and States:	Statistics. “Job Openings and Labor Turnover Survey: Accommodation and food services,	Paying Attention to Retention.”	KFC’s New Computer-Based Training Program Proves a Time Saver and Better Tool for	Statistics. “Occupational Employment Statistics Query System:	Consumer Awareness of Fast-Food Calorie Information in New York City After Implementation of a Menu Labeling Regulation.”	"Calorie Posting in Chain Restaurants."""	Purchasing Behavior and Calorie Information at Fast-Food Chains in	The Psychology of Food Consumption: Strategies for Promoting Healthier Food Choices”. American Economic Review:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Measuring the Health of the U.S. Population,” Brookings Paper, Microeconomics,	Obesity-Related Quality-Adjusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Modeling Weight-Loss Maintenance to Help Prevent Body Weight Regain,”	Sectors 44-45: Sub: Single Unit & Multiunit Firms for the U.S:	Sector 71: Sub: Single Unit & Multiunit Firms for the US:	Sector 51: Sub: Single Unit & Multiunit Firms for the US:	Association.	Association. When American Flies, it Works:	Global Airline Industry Program, “Total Operating Fleet,” Airline Data Project.	Global Airline Industry Program, “Average Seat Capacity of Total Operating Fleet,” Airline Data Project.	Transportation Statistics. “Appendix D – Modal Profiles, Rail Profile,” National Transportation Statistics.	The Partner of Choice: Annual Report FY	Transportation Statistics. National Census of Ferry Operators.
Modeling WeightLoss Maintenance to Help Prevent Body Weight Regain	0.5625	0.5	0.4571428571428572	0.7407407407407407	0.4838709677419355	0.5142857142857142	0.55	0.5294117647058824	0.37037037037037035	0.6	0.4137931034482759	0.43333333333333335	0.5238095238095238	0.5789473684210527	0.5555555555555556	0.5555555555555556	0.5862068965517242	0.4358974358974359	0.4838709677419355	0.5	0.696969696969697	0.5675675675675675	0.6176470588235294	0.5208333333333333	0.6875	0.6071428571428572	0.6	0.6060606060606061	0.6176470588235294	0.5263157894736843	0.5517241379310345	0.53125	0.5555555555555556	0.6071428571428572	0.5675675675675675	0.6060606060606061	0.5641025641025641	0.46153846153846156	0.43333333333333335	0.45945945945945943	0.5263157894736843	0.5	0.5161290322580645	0.4666666666666667	0.5161290322580645	0.3666666666666667	0.4545454545454546	0.6590909090909092	0.65	0.5517241379310345	0.11111111111111116	0.6060606060606061	0.6060606060606061	0.6060606060606061	0.72	0.5357142857142857	0.5897435897435898	0.5952380952380952	0.5555555555555556	0.5483870967741935	0.59375
Consumer Awareness of FastFood Calorie Information in New York City After Implementation of a Menu Labeling Regulation	0.3548387096774194	0.5277777777777778	0.4871794871794872	0.7	0.5555555555555556	0.5	0.5	0.5526315789473684	0.5588235294117647	0.5757575757575757	0.4545454545454546	0.5555555555555556	0.6041666666666667	0.4871794871794872	0.45945945945945943	0.32352941176470584	0.6060606060606061	0.3902439024390244	0.5945945945945945	0.32432432432432434	0.5454545454545454	0.5128205128205128	0.5142857142857142	0.48	0.5757575757575757	0.7058823529411764	0.5121951219512195	0.5428571428571429	0.47058823529411764	0.5476190476190477	0.6176470588235294	0.5142857142857142	0.5	0.6666666666666667	0.4736842105263158	0.6216216216216216	0.09375	0.5483870967741935	0.47058823529411764	0.44999999999999996	0.2571428571428571	0.4054054054054054	0.4545454545454546	0.40625	0.3548387096774194	0.3125	0.5641025641025641	0.5454545454545454	0.4054054054054054	0.5757575757575757	0.5641025641025641	0.5428571428571429	0.5428571428571429	0.5428571428571429	0.7666666666666666	0.5625	0.5	0.47619047619047616	0.575	0.48484848484848486	0.48484848484848486
Purchasing Behavior and Calorie Information at FastFood Chains in New York City 2007	0.4411764705882353	0.5526315789473684	0.475	0.71875	0.5405405405405406	0.4473684210526315	0.4883720930232558	0.575	0.5428571428571429	0.6	0.5675675675675675	0.5	0.4666666666666667	0.5476190476190477	0.525	0.4054054054054054	0.6285714285714286	0.41860465116279066	0.4571428571428572	0.5454545454545454	0.6111111111111112	0.6046511627906976	0.65	0.47058823529411764	0.7105263157894737	0.7222222222222222	0.46341463414634143	0.48571428571428577	0.5	0.5681818181818181	0.6388888888888888	0.4571428571428572	0.5952380952380952	0.7222222222222222	0.42105263157894735	0.641025641025641	0.42500000000000004	0.53125	0.25806451612903225	0.4390243902439024	0.3421052631578947	0.39473684210526316	0.5277777777777778	0.5277777777777778	0.4411764705882353	0.4	0.5128205128205128	0.5957446808510638	0.5476190476190477	0.6	0.55	0.5675675675675675	0.5277777777777778	0.5675675675675675	0.78125	0.5454545454545454	0.5581395348837209	0.5	0.6590909090909092	0.5142857142857142	0.5142857142857142
Child and Adolescent FastFood Choice and the Influence of Calorie Labeling A Natural Experiment	0.3666666666666667	0.40625	0.41666666666666663	0.7241379310344828	0.5294117647058824	0.38235294117647056	0.4358974358974359	0.48571428571428577	0.4838709677419355	0.5	0.46875	0.4375	0.5555555555555556	0.37142857142857144	0.4722222222222222	0.22580645161290325	0.5333333333333333	0.3589743589743589	0.48484848484848486	0.42105263157894735	0.6060606060606061	0.4864864864864865	0.5294117647058824	0.4897959183673469	0.59375	0.6875	0.4871794871794872	0.46875	0.48484848484848486	0.5609756097560976	0.59375	0.4375	0.4722222222222222	0.7272727272727273	0.4864864864864865	0.5588235294117647	0.36111111111111116	0.5172413793103448	0.33333333333333337	0.42105263157894735	0.2647058823529411	0.41666666666666663	0.4193548387096774	0.4193548387096774	0.18518518518518523	0.375	0.5405405405405406	0.5909090909090908	0.5	0.4482758620689655	0.5789473684210527	0.46875	0.46875	0.46875	0.7037037037037037	0.48275862068965514	0.4736842105263158	0.44999999999999996	0.5526315789473684	0.4516129032258065	0.4516129032258065
Calorie Labeling and Food Choices A First Look At the Effects on LowIncome People in New York City	0.4242424242424242	0.4117647058823529	0.3783783783783784	0.7096774193548387	0.48571428571428577	0.38888888888888884	0.4390243902439024	0.5641025641025641	0.48484848484848486	0.5	0.47058823529411764	0.3939393939393939	0.5531914893617021	0.3783783783783784	0.4736842105263158	0.24242424242424243	0.53125	0.36585365853658536	0.48571428571428577	0.42500000000000004	0.6	0.5609756097560976	0.5675675675675675	0.45999999999999996	0.6666666666666667	0.7142857142857143	0.44999999999999996	0.5555555555555556	0.5277777777777778	0.5238095238095238	0.6285714285714286	0.48571428571428577	0.5128205128205128	0.6764705882352942	0.4871794871794872	0.5945945945945945	0.2777777777777778	0.5625	0.3939393939393939	0.3846153846153846	0.0625	0.46153846153846156	0.47058823529411764	0.47058823529411764	0.32258064516129037	0.33333333333333337	0.5384615384615384	0.5869565217391304	0.46153846153846156	0.5	0.5384615384615384	0.5555555555555556	0.5555555555555556	0.5555555555555556	0.7333333333333334	0.4838709677419355	0.475	0.45238095238095233	0.5853658536585367	0.4545454545454546	0.5
The Growth of Obesity and Technological Change A Theoretical and Empirical Examination	0.46875	0.40625	0.41666666666666663	0.7241379310344828	0.3870967741935484	0.28125	0.39473684210526316	0.5277777777777778	0.4838709677419355	0.3928571428571429	0.4193548387096774	0.33333333333333337	0.4883720930232558	0.09999999999999998	0.38235294117647056	0.33333333333333337	0.48275862068965514	0.5116279069767442	0.3870967741935484	0.5365853658536586	0.6857142857142857	0.4444444444444444	0.5714285714285714	0.52	0.6764705882352942	0.6451612903225806	0.4871794871794872	0.5588235294117647	0.6111111111111112	0.4473684210526315	0.59375	0.4375	0.4285714285714286	0.6875	0.5263157894736843	0.5151515151515151	0.4871794871794872	0.5666666666666667	0.48484848484848486	0.3783783783783784	0.2647058823529411	0.45945945945945943	0.5151515151515151	0.46875	0.4193548387096774	0.4242424242424242	0.5789473684210527	0.5909090909090908	0.45945945945945943	0.4482758620689655	0.5789473684210527	0.5588235294117647	0.5588235294117647	0.5588235294117647	0.7037037037037037	0.5333333333333333	0.43243243243243246	0.41025641025641024	0.5526315789473684	0.5	0.4516129032258065
Annual Medical Spending Attributable to Obesity Payerand ServiceSpecific Estimates	0.4516129032258065	0.33333333333333337	0.4	0.7586206896551724	0.25	0.19999999999999996	0.3783783783783784	0.47058823529411764	0.3571428571428571	0.48275862068965514	0.15384615384615385	0.31034482758620685	0.4390243902439024	0.4	0.5405405405405406	0.4117647058823529	0.5172413793103448	0.42500000000000004	0.4193548387096774	0.4054054054054054	0.59375	0.38235294117647056	0.5588235294117647	0.44680851063829785	0.6666666666666667	0.71875	0.4736842105263158	0.4516129032258065	0.6	0.38888888888888884	0.5333333333333333	0.4193548387096774	0.3125	0.6333333333333333	0.4722222222222222	0.4	0.4736842105263158	0.5517241379310345	0.4193548387096774	0.36111111111111116	0.38888888888888884	0.4444444444444444	0.4	0.4516129032258065	0.4516129032258065	0.40625	0.4411764705882353	0.5476190476190477	0.4444444444444444	0.4285714285714286	0.48571428571428577	0.4516129032258065	0.4516129032258065	0.4516129032258065	0.6923076923076923	0.5666666666666667	0.41666666666666663	0.3513513513513513	0.5	0.53125	0.43333333333333335
Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children	0.3571428571428571	0.5454545454545454	0.5	0.64	0.53125	0.4242424242424242	0.5128205128205128	0.48484848484848486	0.48275862068965514	0.5517241379310345	0.4137931034482759	0.4838709677419355	0.5909090909090908	0.4571428571428572	0.32258064516129037	0.375	0.5862068965517242	0.39473684210526316	0.4838709677419355	0.41666666666666663	0.65625	0.5277777777777778	0.4838709677419355	0.5208333333333333	0.6451612903225806	0.6551724137931034	0.4864864864864865	0.4666666666666667	0.4838709677419355	0.4864864864864865	0.5517241379310345	0.3793103448275862	0.5142857142857142	0.6551724137931034	0.5277777777777778	0.6060606060606061	0.3529411764705882	0.4	0.43333333333333335	0.45945945945945943	0.4	0.4117647058823529	0.4666666666666667	0.2962962962962963	0.2962962962962963	0.040000000000000036	0.5428571428571429	0.5609756097560976	0.5	0.4444444444444444	0.4545454545454546	0.4666666666666667	0.4666666666666667	0.4666666666666667	0.72	0.5862068965517242	0.5897435897435898	0.5609756097560976	0.5555555555555556	0.5	0.4482758620689655
Calorie Posting in Chain Restaurants	0.41666666666666663	0.5714285714285714	0.5161290322580645	0.631578947368421	0.5555555555555556	0.5333333333333333	0.5714285714285714	0.5517241379310345	0.5	0.64	0.48	0.5	0.6153846153846154	0.6060606060606061	0.48275862068965514	0.5806451612903225	0.5652173913043479	0.5675675675675675	0.5	0.5588235294117647	0.6538461538461539	0.59375	0.5555555555555556	0.6595744680851063	0.5217391304347826	0.5909090909090908	0.5882352941176471	0.5384615384615384	0.5	0.5882352941176471	0.5833333333333333	0.5	0.6666666666666667	0.5238095238095238	0.5483870967741935	0.5925925925925926	0.5882352941176471	0.0	0.375	0.5151515151515151	0.5882352941176471	0.5161290322580645	0.5925925925925926	0.41666666666666663	0.41666666666666663	0.36	0.5172413793103448	0.6578947368421053	0.6060606060606061	0.5217391304347826	0.5172413793103448	0.5384615384615384	0.5384615384615384	0.5384615384615384	0.6666666666666667	0.5	0.6176470588235294	0.6216216216216216	0.625	0.3913043478260869	0.52
The LongRun Growth in Obesity as a Function of Technological Change	0.43333333333333335	0.5588235294117647	0.5135135135135135	0.7037037037037037	0.5	0.4411764705882353	0.4473684210526315	0.5428571428571429	0.59375	0.4642857142857143	0.4838709677419355	0.5	0.5681818181818181	0.38235294117647056	0.1071428571428571	0.4411764705882353	0.6	0.4878048780487805	0.5	0.5128205128205128	0.6666666666666667	0.5405405405405406	0.5	0.5306122448979591	0.6129032258064516	0.6666666666666667	0.5384615384615384	0.4838709677419355	0.5454545454545454	0.5	0.65625	0.4516129032258065	0.48571428571428577	0.6666666666666667	0.5405405405405406	0.5757575757575757	0.45945945945945943	0.42307692307692313	0.4516129032258065	0.43243243243243246	0.37142857142857144	0.4285714285714286	0.4838709677419355	0.3214285714285714	0.3214285714285714	0.27586206896551724	0.5945945945945945	0.5714285714285714	0.4722222222222222	0.5172413793103448	0.5555555555555556	0.4838709677419355	0.4838709677419355	0.4838709677419355	0.7307692307692308	0.5517241379310345	0.4864864864864865	0.46153846153846156	0.641025641025641	0.4137931034482759	0.3571428571428571
Is the Obesity Epidemic a Public Health Problem A Decade of Research on the Economics of Obesity	0.3666666666666667	0.11111111111111116	0.41666666666666663	0.7666666666666666	0.4375	0.33333333333333337	0.39473684210526316	0.5277777777777778	0.43333333333333335	0.3928571428571429	0.3666666666666667	0.3870967741935484	0.45238095238095233	0.41666666666666663	0.5135135135135135	0.33333333333333337	0.5806451612903225	0.3589743589743589	0.5714285714285714	0.42105263157894735	0.6470588235294117	0.4444444444444444	0.6111111111111112	0.45833333333333337	0.59375	0.6451612903225806	0.4473684210526315	0.5588235294117647	0.6111111111111112	0.4473684210526315	0.59375	0.48484848484848486	0.4722222222222222	0.6451612903225806	0.6	0.46875	0.4871794871794872	0.5172413793103448	0.4375	0.3783783783783784	0.36111111111111116	0.45945945945945943	0.3666666666666667	0.5151515151515151	0.4193548387096774	0.4242424242424242	0.5	0.5238095238095238	0.5384615384615384	0.4482758620689655	0.5	0.5588235294117647	0.5588235294117647	0.5588235294117647	0.7037037037037037	0.5333333333333333	0.38888888888888884	0.41025641025641024	0.5135135135135135	0.4516129032258065	0.5
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.4411764705882353	0.4285714285714286	0.39473684210526316	0.8285714285714285	0.36363636363636365	0.2647058823529411	0.08823529411764708	0.575	0.5	0.46875	0.4411764705882353	0.4571428571428572	0.4666666666666667	0.39473684210526316	0.4473684210526315	0.4473684210526315	0.5882352941176471	0.4545454545454546	0.4117647058823529	0.47619047619047616	0.6111111111111112	0.46153846153846156	0.65	0.40816326530612246	0.6388888888888888	0.6060606060606061	0.42500000000000004	0.48571428571428577	0.65	0.5	0.6756756756756757	0.4117647058823529	0.4473684210526315	0.7222222222222222	0.46153846153846156	0.48571428571428577	0.5	0.53125	0.4117647058823529	0.3157894736842105	0.3421052631578947	0.475	0.48571428571428577	0.48571428571428577	0.48571428571428577	0.4444444444444444	0.4736842105263158	0.5333333333333333	0.475	0.46875	0.55	0.48571428571428577	0.48571428571428577	0.48571428571428577	0.78125	0.5454545454545454	0.4878048780487805	0.3902439024390244	0.525	0.4242424242424242	0.375
Social Network and Weight Misperception among Adolescents	0.5483870967741935	0.53125	0.4411764705882353	0.625	0.4666666666666667	0.4545454545454546	0.575	0.4193548387096774	0.34615384615384615	0.5862068965517242	0.3928571428571429	0.3571428571428571	0.5476190476190477	0.48571428571428577	0.6216216216216216	0.4545454545454546	0.4	0.5714285714285714	0.5161290322580645	0.5263157894736843	0.5517241379310345	0.5142857142857142	0.6060606060606061	0.5714285714285714	0.6774193548387097	0.6428571428571428	0.5135135135135135	0.5	0.4666666666666667	0.4722222222222222	0.4814814814814815	0.5161290322580645	0.5428571428571429	0.6896551724137931	0.5142857142857142	0.5483870967741935	0.4722222222222222	0.5555555555555556	0.5161290322580645	0.4864864864864865	0.4285714285714286	0.48571428571428577	0.5483870967741935	0.5483870967741935	0.5	0.4516129032258065	0.4375	0.6511627906976745	0.5675675675675675	0.42307692307692313	0.48484848484848486	0.5	0.5	0.5	0.6521739130434783	0.33333333333333337	0.5789473684210527	0.5853658536585367	0.5	0.5806451612903225	0.5333333333333333
Body Weight SelfPerception and Mental Health Among Adolescents	0.53125	0.4193548387096774	0.38235294117647056	0.75	0.4	0.3939393939393939	0.525	0.40625	0.19999999999999996	0.5172413793103448	0.3214285714285714	0.4	0.42500000000000004	0.4722222222222222	0.6052631578947368	0.4411764705882353	0.4444444444444444	0.44999999999999996	0.4516129032258065	0.43243243243243246	0.5806451612903225	0.4571428571428572	0.6285714285714286	0.5	0.696969696969697	0.6666666666666667	0.5	0.4838709677419355	0.5882352941176471	0.45945945945945943	0.5172413793103448	0.4516129032258065	0.48571428571428577	0.6206896551724138	0.5	0.53125	0.5384615384615384	0.5357142857142857	0.4	0.38888888888888884	0.45945945945945943	0.4722222222222222	0.5757575757575757	0.53125	0.4838709677419355	0.4375	0.32258064516129037	0.6046511627906976	0.5526315789473684	0.40740740740740744	0.32258064516129037	0.4838709677419355	0.4838709677419355	0.4838709677419355	0.6799999999999999	0.4444444444444444	0.5263157894736843	0.5	0.48571428571428577	0.5161290322580645	0.5161290322580645
Do Nutrition Labels Improve Dietary Outcomes	0.37037037037037035	0.3571428571428571	0.631578947368421	0.6666666666666667	0.4482758620689655	0.48484848484848486	0.5263157894736843	0.6285714285714286	0.6	0.4	0.4285714285714286	0.5	0.5714285714285714	0.5555555555555556	0.5294117647058824	0.48484848484848486	0.6551724137931034	0.4871794871794872	0.6363636363636364	0.5135135135135135	0.6333333333333333	0.5428571428571429	0.5	0.5625	0.6206896551724138	0.7241379310344828	0.5405405405405406	0.5806451612903225	0.5483870967741935	0.5	0.5714285714285714	0.5483870967741935	0.4375	0.7241379310344828	0.5833333333333333	0.4285714285714286	0.5	0.5925925925925926	0.5	0.5897435897435898	0.4571428571428572	0.5555555555555556	0.0	0.48275862068965514	0.48275862068965514	0.4838709677419355	0.6	0.6097560975609756	0.5555555555555556	0.5714285714285714	0.5588235294117647	0.5806451612903225	0.5806451612903225	0.5806451612903225	0.6956521739130435	0.5555555555555556	0.4411764705882353	0.45945945945945943	0.6111111111111112	0.6129032258064516	0.40740740740740744
Bias discrimination and Obesity	0.5384615384615384	0.46153846153846156	0.6470588235294117	0.7	0.375	0.48275862068965514	0.5714285714285714	0.6451612903225806	0.56	0.38095238095238093	0.41666666666666663	0.43999999999999995	0.65	0.5161290322580645	0.5806451612903225	0.5333333333333333	0.625	0.6052631578947368	0.5555555555555556	0.6388888888888888	0.6538461538461539	0.5483870967741935	0.6071428571428572	0.6595744680851063	0.6923076923076923	0.6521739130434783	0.6285714285714286	0.5925925925925926	0.6551724137931034	0.5454545454545454	0.5217391304347826	0.5	0.48275862068965514	0.6521739130434783	0.6363636363636364	0.48	0.6285714285714286	0.6086956521739131	0.5	0.6388888888888888	0.5454545454545454	0.5625	0.41666666666666663	0.48	0.5384615384615384	0.5357142857142857	0.6129032258064516	0.6216216216216216	0.5625	0.4545454545454546	0.5666666666666667	0.5925925925925926	0.5925925925925926	0.5925925925925926	0.5882352941176471	0.5	0.53125	0.5833333333333333	0.6666666666666667	0.6785714285714286	0.52
Measuring the Health of the US Population	0.5517241379310345	0.5333333333333333	0.48484848484848486	0.6956521739130435	0.5172413793103448	0.4516129032258065	0.5405405405405406	0.4666666666666667	0.26086956521739135	0.5925925925925926	0.3846153846153846	0.5666666666666667	0.5128205128205128	0.6111111111111112	0.5882352941176471	0.5454545454545454	0.45833333333333337	0.575	0.5172413793103448	0.48571428571428577	0.5555555555555556	0.5588235294117647	0.6129032258064516	0.6041666666666667	0.6428571428571428	0.6	0.5555555555555556	0.3846153846153846	0.5172413793103448	0.5142857142857142	0.5925925925925926	0.40740740740740744	0.5882352941176471	0.6538461538461539	0.5151515151515151	0.5517241379310345	0.5945945945945945	0.36363636363636365	0.4642857142857143	0.48571428571428577	0.5945945945945945	0.5714285714285714	0.6	0.5	0.5	0.4482758620689655	0.2592592592592593	0.625	0.6111111111111112	0.41666666666666663	0.4838709677419355	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.7272727272727273	0.5769230769230769	0.6216216216216216	0.5897435897435898	0.5454545454545454	0.4814814814814815	0.4814814814814815
OrderGet Menu Pricing website	0.7	0.5862068965517242	0.6571428571428571	0.65	0.5185185185185186	0.5	0.6578947368421053	0.6129032258064516	0.5769230769230769	0.6538461538461539	0.375	0.46153846153846156	0.6585365853658536	0.5757575757575757	0.5483870967741935	0.59375	0.6923076923076923	0.65	0.5714285714285714	0.6486486486486487	0.7586206896551724	0.6470588235294117	0.6666666666666667	0.6938775510204082	0.75	0.7692307692307692	0.6756756756756757	0.5555555555555556	0.6206896551724138	0.46875	0.6	0.5714285714285714	0.59375	0.72	0.6470588235294117	0.6551724137931034	0.6388888888888888	0.5652173913043479	0.5714285714285714	0.6486486486486487	0.6	0.5757575757575757	0.6071428571428572	0.5	0.5555555555555556	0.4444444444444444	0.625	0.7317073170731707	0.6571428571428571	0.6	0.625	0.5555555555555556	0.5555555555555556	0.5555555555555556	0.75	0.6923076923076923	0.5454545454545454	0.5945945945945945	0.6764705882352942	0.6896551724137931	0.6428571428571428
