	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Prevalence and Trends in Obesity Among U.S.	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Size Matters: The Influence of Adolescent’s Weight and	Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	Will all Americans become Overweight or Obese? Estimating the Progression and	Department of Health and Human Services and U.S. Department of Agriculture, “2010 Dietary Guidelines for Americans,” 7th ed., Washington DC: U.S. Government Printing Office,	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	"Nutrient Contribution of Food Away From Home."" In America&apos;s Eating Habits: Changes and Consequences,"	Separating what We Eat from where:	Foundation. “Menu Labeling: Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior?” Healthy Eating Research,	Taxing Caloric Sweetened Beverages: Potential Effects on	FDA Labeling Cost Model, Final Report.” Prepared for Amber Jessup, DHHS/PHS/FDA/CFSAN. Prepared by	Silliker Information.” Memo to File,	Online Appendix for ‘Are Restaurants Really Supersizing America?’”	Testing Laboratory. “Quality Nutrition Analysis.”	Evaluation Of Recordkeeping Costs For Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin DHHS/PHS/FDA/CFSAN. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	FDA Report,” ReCount Restaurant Census.	Under the Radar: Top 50	Acquisition Pace Quickens in 2010, but Despite Consolidation, Top Chains Still Account for Nearly 40	Sector 72: Sub: Single Unit & Multiunit Firms for the U.S:	Insights “New menu items at restaurants” Memo to File.	Display Signs & Design “Order/Get Menu Pricing” website http://www.dsdsign.com/Pages/menus3.htm. accessed on October 6,	McDonald’s meeting	Sector 72: Sub: Seating Capacity for the U.S. and States:	Statistics. “Job Openings and Labor Turnover Survey: Accommodation and food services,	Paying Attention to Retention.”	KFC’s New Computer-Based Training Program Proves a Time Saver and Better Tool for	Statistics. “Occupational Employment Statistics Query System:	Consumer Awareness of Fast-Food Calorie Information in New York City After Implementation of a Menu Labeling Regulation.”	"Calorie Posting in Chain Restaurants."""	Purchasing Behavior and Calorie Information at Fast-Food Chains in	The Psychology of Food Consumption: Strategies for Promoting Healthier Food Choices”. American Economic Review:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Measuring the Health of the U.S. Population,” Brookings Paper, Microeconomics,	Obesity-Related Quality-Adjusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Modeling Weight-Loss Maintenance to Help Prevent Body Weight Regain,”	Sectors 44-45: Sub: Single Unit & Multiunit Firms for the U.S:	Sector 71: Sub: Single Unit & Multiunit Firms for the US:	Sector 51: Sub: Single Unit & Multiunit Firms for the US:	Association.	Association. When American Flies, it Works:	Global Airline Industry Program, “Total Operating Fleet,” Airline Data Project.	Global Airline Industry Program, “Average Seat Capacity of Total Operating Fleet,” Airline Data Project.	Transportation Statistics. “Appendix D – Modal Profiles, Rail Profile,” National Transportation Statistics.	The Partner of Choice: Annual Report FY	Transportation Statistics. National Census of Ferry Operators.
Will all Americans become Overweight or Obese Estimating the Progression and Cost of the US Obesity Epidemic	0.7592592592592593	0.7870370370370371	0.8240740740740741	0.9074074074074074	0.7685185185185185	0.6574074074074074	0.7962962962962963	0.7962962962962963	0.8240740740740741	0.8333333333333334	0.7407407407407407	0.2962962962962963	0.7544910179640718	0.7962962962962963	0.7685185185185185	0.8333333333333334	0.8240740740740741	0.723404255319149	0.7777777777777778	0.8333333333333334	0.8055555555555556	0.8148148148148148	0.8055555555555556	0.7838983050847458	0.8240740740740741	0.8888888888888888	0.8240740740740741	0.7777777777777778	0.7685185185185185	0.8198198198198198	0.8981481481481481	0.7592592592592593	0.7685185185185185	0.8148148148148148	0.7777777777777778	0.7870370370370371	0.7933884297520661	0.7962962962962963	0.7407407407407407	0.8454545454545455	0.7777777777777778	0.7982456140350878	0.8148148148148148	0.7777777777777778	0.7407407407407407	0.8148148148148148	0.7407407407407407	0.7592592592592593	0.7777777777777778	0.7870370370370371	0.7592592592592593	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.9166666666666666	0.8055555555555556	0.7685185185185185	0.8240740740740741	0.8899082568807339	0.8425925925925926	0.7407407407407407
Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information	0.7567567567567568	0.7927927927927928	0.8018018018018018	0.8918918918918919	0.8288288288288288	0.7567567567567568	0.8108108108108109	0.8108108108108109	0.8108108108108109	0.8828828828828829	0.7927927927927928	0.7657657657657657	0.7425149700598802	0.7567567567567568	0.7837837837837838	0.7837837837837838	0.8108108108108109	0.7872340425531915	0.7747747747747747	0.8108108108108109	0.8378378378378378	0.8198198198198198	0.7927927927927928	0.7584745762711864	0.8018018018018018	0.8738738738738738	0.7927927927927928	0.7747747747747747	0.7747747747747747	0.8378378378378378	0.9009009009009009	0.7387387387387387	0.7837837837837838	0.8198198198198198	0.7207207207207207	0.8108108108108109	0.743801652892562	0.7927927927927928	0.6936936936936937	0.8108108108108109	0.7657657657657657	0.02631578947368421	0.8288288288288288	0.7387387387387387	0.7207207207207207	0.7747747747747747	0.7927927927927928	0.7927927927927928	0.7657657657657657	0.7837837837837838	0.7837837837837838	0.7747747747747747	0.7747747747747747	0.7747747747747747	0.9099099099099099	0.7837837837837838	0.7747747747747747	0.8108108108108109	0.8288288288288288	0.8018018018018018	0.7567567567567568
Prevalence and Trends in Obesity Among US Adults 19992008	0.8571428571428571	0.8771929824561403	0.8061224489795918	0.8771929824561403	0.2807017543859649	0.5569620253164557	0.794392523364486	0.8596491228070176	0.7543859649122807	0.7543859649122807	0.7894736842105263	0.75	0.8143712574850299	0.8089887640449438	0.7285714285714285	0.8080808080808081	0.8245614035087719	0.8226950354609929	0.8947368421052632	0.8172043010752689	0.8245614035087719	0.8309859154929577	0.8070175438596491	0.8559322033898306	0.8070175438596491	0.8421052631578947	0.7551020408163265	0.8596491228070176	0.8771929824561403	0.8288288288288288	0.8421052631578947	0.7894736842105263	0.7738095238095238	0.7894736842105263	0.7926829268292683	0.8688524590163934	0.7768595041322314	0.7719298245614035	0.7846153846153846	0.8181818181818182	0.7959183673469388	0.8070175438596491	0.8596491228070176	0.8166666666666667	0.7837837837837838	0.8020833333333334	0.8266666666666667	0.7123287671232876	0.7948717948717948	0.8421052631578947	0.8405797101449275	0.8947368421052632	0.8596491228070176	0.8596491228070176	0.9122807017543859	0.8070175438596491	0.775	0.780952380952381	0.8165137614678899	0.7894736842105263	0.8666666666666667
Prevalence of High Body Mass Index in US Children and Adolescents 20072008	0.8108108108108109	0.7972972972972973	0.8061224489795918	0.8918918918918919	0.6621621621621622	0.6582278481012658	0.7476635514018691	0.7702702702702703	0.7567567567567568	0.8513513513513513	0.8108108108108109	0.868421052631579	0.7904191616766467	0.7865168539325843	0.8513513513513513	0.7777777777777778	0.8243243243243243	0.8014184397163121	0.7972972972972973	0.8494623655913979	0.8513513513513513	0.8918918918918919	0.7972972972972973	0.8305084745762712	0.8378378378378378	0.8378378378378378	0.8061224489795918	0.7972972972972973	0.8378378378378378	0.8018018018018018	0.8783783783783784	0.7972972972972973	0.7976190476190477	0.7972972972972973	0.8414634146341463	0.8783783783783784	0.768595041322314	0.7432432432432432	0.7702702702702703	0.8	0.7857142857142857	0.7719298245614035	0.8243243243243243	0.8108108108108109	0.8648648648648649	0.8020833333333334	0.8933333333333333	0.8378378378378378	0.8461538461538461	0.8243243243243243	0.7702702702702703	0.8108108108108109	0.7972972972972973	0.7972972972972973	0.918918918918919	0.7972972972972973	0.85	0.8095238095238095	0.8073394495412844	0.7702702702702703	0.8108108108108109
Modeling WeightLoss Maintenance to Help Prevent Body Weight Regain	0.8484848484848485	0.7878787878787878	0.7857142857142857	0.8333333333333334	0.803030303030303	0.7721518987341772	0.7663551401869159	0.6818181818181818	0.7575757575757576	0.8181818181818182	0.8333333333333334	0.8289473684210527	0.8143712574850299	0.797752808988764	0.8428571428571429	0.7878787878787878	0.803030303030303	0.7446808510638298	0.7424242424242424	0.7956989247311828	0.7727272727272727	0.8309859154929577	0.803030303030303	0.847457627118644	0.803030303030303	0.8333333333333334	0.8163265306122449	0.803030303030303	0.7878787878787878	0.7927927927927928	0.8484848484848485	0.7878787878787878	0.8095238095238095	0.7424242424242424	0.8048780487804879	0.8636363636363636	0.7272727272727273	0.8181818181818182	0.803030303030303	0.7909090909090909	0.7755102040816326	0.7631578947368421	0.7727272727272727	0.803030303030303	0.7972972972972973	0.7395833333333334	0.8	0.863013698630137	0.8076923076923077	0.7727272727272727	0.043478260869565216	0.8181818181818182	0.803030303030303	0.803030303030303	0.8939393939393939	0.7878787878787878	0.825	0.780952380952381	0.8073394495412844	0.803030303030303	0.803030303030303
Consumer Awareness of FastFood Calorie Information in New York City After Implementation of a Menu Labeling Regulation	0.7288135593220338	0.8050847457627118	0.7796610169491526	0.9067796610169492	0.788135593220339	0.7796610169491526	0.8050847457627118	0.7796610169491526	0.8135593220338984	0.864406779661017	0.788135593220339	0.7796610169491526	0.7604790419161677	0.7711864406779662	0.7711864406779662	0.7796610169491526	0.8305084745762712	0.6879432624113475	0.7711864406779662	0.8050847457627118	0.8050847457627118	0.7796610169491526	0.788135593220339	0.788135593220339	0.8305084745762712	0.8813559322033898	0.8135593220338984	0.8220338983050848	0.7966101694915254	0.847457627118644	0.9067796610169492	0.7796610169491526	0.7627118644067796	0.8305084745762712	0.7711864406779662	0.8050847457627118	0.024793388429752067	0.7966101694915254	0.6779661016949152	0.8050847457627118	0.7457627118644068	0.7627118644067796	0.8220338983050848	0.7542372881355932	0.652542372881356	0.788135593220339	0.7711864406779662	0.8220338983050848	0.7711864406779662	0.8305084745762712	0.7457627118644068	0.8220338983050848	0.8220338983050848	0.8220338983050848	0.9152542372881356	0.8050847457627118	0.7796610169491526	0.788135593220339	0.7966101694915254	0.788135593220339	0.7711864406779662
Purchasing Behavior and Calorie Information at FastFood Chains in New York City 2007	0.6428571428571429	0.8214285714285714	0.7857142857142857	0.8571428571428571	0.75	0.8333333333333334	0.7570093457943925	0.7857142857142857	0.7976190476190477	0.8333333333333334	0.7857142857142857	0.7619047619047619	0.7664670658682635	0.8314606741573034	0.8214285714285714	0.7676767676767676	0.7857142857142857	0.7021276595744681	0.7619047619047619	0.8172043010752689	0.75	0.8214285714285714	0.7619047619047619	0.809322033898305	0.8095238095238095	0.8452380952380952	0.7346938775510204	0.7738095238095238	0.7380952380952381	0.8198198198198198	0.8809523809523809	0.7857142857142857	0.8214285714285714	0.7738095238095238	0.7976190476190477	0.7857142857142857	0.6859504132231405	0.7261904761904762	0.2261904761904762	0.7181818181818181	0.7142857142857143	0.7368421052631579	0.8095238095238095	0.6071428571428571	0.8214285714285714	0.7708333333333334	0.7619047619047619	0.7976190476190477	0.7857142857142857	0.7857142857142857	0.7976190476190477	0.7857142857142857	0.7738095238095238	0.7738095238095238	0.9047619047619048	0.75	0.8571428571428571	0.7904761904761904	0.8073394495412844	0.7738095238095238	0.7261904761904762
Child and Adolescent FastFood Choice and the Influence of Calorie Labeling A Natural Experiment	0.7578947368421053	0.7578947368421053	0.7653061224489796	0.8947368421052632	0.7684210526315789	0.8	0.794392523364486	0.6842105263157895	0.7684210526315789	0.8421052631578947	0.7789473684210526	0.7368421052631579	0.7664670658682635	0.8	0.7684210526315789	0.7777777777777778	0.8210526315789474	0.75177304964539	0.7684210526315789	0.8631578947368421	0.8210526315789474	0.7894736842105263	0.8105263157894737	0.8008474576271186	0.8315789473684211	0.8631578947368421	0.8469387755102041	0.8105263157894737	0.7894736842105263	0.8558558558558559	0.8947368421052632	0.8	0.8210526315789474	0.8315789473684211	0.7789473684210526	0.8315789473684211	0.6942148760330579	0.7789473684210526	0.7684210526315789	0.8	0.7551020408163265	0.7105263157894737	0.8105263157894737	0.7368421052631579	0.22105263157894736	0.8541666666666666	0.7789473684210526	0.8105263157894737	0.7789473684210526	0.7894736842105263	0.7684210526315789	0.8105263157894737	0.8105263157894737	0.8105263157894737	0.8947368421052632	0.7894736842105263	0.7473684210526316	0.7714285714285715	0.8256880733944955	0.7578947368421053	0.7789473684210526
Calorie Labeling and Food Choices A First Look At the Effects on LowIncome People in New York City	0.7653061224489796	0.7857142857142857	0.7959183673469388	0.8673469387755102	0.7959183673469388	0.7755102040816326	0.7383177570093458	0.8061224489795918	0.826530612244898	0.8673469387755102	0.8061224489795918	0.7653061224489796	0.7544910179640718	0.7959183673469388	0.7346938775510204	0.8080808080808081	0.8061224489795918	0.7163120567375887	0.7755102040816326	0.7857142857142857	0.8367346938775511	0.8061224489795918	0.8163265306122449	0.7966101694915254	0.8673469387755102	0.8673469387755102	0.8571428571428571	0.7959183673469388	0.8061224489795918	0.8468468468468469	0.8877551020408163	0.8163265306122449	0.8163265306122449	0.8061224489795918	0.8163265306122449	0.8571428571428571	0.71900826446281	0.7755102040816326	0.7857142857142857	0.7909090909090909	0.04081632653061224	0.7631578947368421	0.8163265306122449	0.7142857142857143	0.6938775510204082	0.7857142857142857	0.7755102040816326	0.8061224489795918	0.7857142857142857	0.8163265306122449	0.7755102040816326	0.8061224489795918	0.7959183673469388	0.7959183673469388	0.9285714285714286	0.7857142857142857	0.7653061224489796	0.780952380952381	0.8348623853211009	0.7653061224489796	0.7857142857142857
The Growth of Obesity and Technological Change A Theoretical and Empirical Examination	0.7674418604651163	0.7325581395348837	0.8061224489795918	0.8953488372093024	0.7674418604651163	0.8023255813953488	0.6448598130841121	0.7790697674418605	0.7790697674418605	0.7906976744186046	0.8023255813953488	0.8023255813953488	0.7664670658682635	0.033707865168539325	0.6627906976744186	0.8282828282828283	0.813953488372093	0.7872340425531915	0.7558139534883721	0.8709677419354839	0.8604651162790697	0.8255813953488372	0.8023255813953488	0.8220338983050848	0.8255813953488372	0.8604651162790697	0.8571428571428571	0.7906976744186046	0.813953488372093	0.8198198198198198	0.8837209302325582	0.7674418604651163	0.8023255813953488	0.8372093023255814	0.8255813953488372	0.8255813953488372	0.7520661157024794	0.7790697674418605	0.7093023255813954	0.7272727272727273	0.7959183673469388	0.7368421052631579	0.8255813953488372	0.7790697674418605	0.7790697674418605	0.7708333333333334	0.8023255813953488	0.8255813953488372	0.813953488372093	0.8023255813953488	0.8023255813953488	0.8023255813953488	0.7906976744186046	0.7906976744186046	0.8953488372093024	0.7906976744186046	0.7906976744186046	0.8	0.7431192660550459	0.7558139534883721	0.7790697674418605
Annual Medical Spending Attributable to Obesity Payerand ServiceSpecific Estimates	0.8048780487804879	0.7682926829268293	0.7755102040816326	0.8780487804878049	0.7317073170731707	0.7439024390243902	0.7850467289719626	0.8170731707317073	0.8048780487804879	0.8292682926829268	0.35365853658536583	0.7804878048780488	0.7784431137724551	0.8202247191011236	0.8170731707317073	0.8282828282828283	0.8048780487804879	0.723404255319149	0.8048780487804879	0.8494623655913979	0.8414634146341463	0.7439024390243902	0.8170731707317073	0.8220338983050848	0.7804878048780488	0.8414634146341463	0.7551020408163265	0.7926829268292683	0.7682926829268293	0.8018018018018018	0.8658536585365854	0.7195121951219512	0.8333333333333334	0.7682926829268293	0.8780487804878049	0.7804878048780488	0.7933884297520661	0.7682926829268293	0.8414634146341463	0.7727272727272727	0.826530612244898	0.7631578947368421	0.7926829268292683	0.7682926829268293	0.8414634146341463	0.78125	0.8170731707317073	0.8658536585365854	0.8292682926829268	0.7317073170731707	0.7804878048780488	0.8048780487804879	0.7926829268292683	0.7926829268292683	0.9146341463414634	0.7926829268292683	0.8170731707317073	0.780952380952381	0.7798165137614679	0.8414634146341463	0.7926829268292683
Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children	0.7529411764705882	0.7411764705882353	0.7653061224489796	0.8588235294117647	0.8117647058823529	0.8352941176470589	0.794392523364486	0.8117647058823529	0.8117647058823529	0.8588235294117647	0.7764705882352941	0.7764705882352941	0.7904191616766467	0.8089887640449438	0.8117647058823529	0.6868686868686869	0.7764705882352941	0.6666666666666666	0.7294117647058823	0.8064516129032258	0.7764705882352941	0.7411764705882353	0.788235294117647	0.8050847457627118	0.7647058823529411	0.8588235294117647	0.7040816326530612	0.7176470588235294	0.7058823529411765	0.8018018018018018	0.8823529411764706	0.7529411764705882	0.7764705882352941	0.8	0.8352941176470589	0.7764705882352941	0.7851239669421488	0.7411764705882353	0.7058823529411765	0.7818181818181819	0.7653061224489796	0.7105263157894737	0.7176470588235294	0.6823529411764706	0.788235294117647	0.11458333333333333	0.8117647058823529	0.788235294117647	0.8	0.788235294117647	0.7647058823529411	0.7294117647058823	0.7176470588235294	0.7176470588235294	0.9176470588235294	0.7647058823529411	0.8470588235294118	0.8	0.7706422018348624	0.788235294117647	0.8
Calorie Posting in Chain Restaurants	0.5555555555555556	0.8035714285714286	0.7448979591836735	0.75	0.7804878048780488	0.7721518987341772	0.822429906542056	0.8	0.7631578947368421	0.8055555555555556	0.7358490566037735	0.7763157894736842	0.8562874251497006	0.7865168539325843	0.7714285714285715	0.7777777777777778	0.8333333333333334	0.8156028368794326	0.6909090909090909	0.8279569892473119	0.8888888888888888	0.7746478873239436	0.803921568627451	0.8728813559322034	0.6410256410256411	0.8333333333333334	0.8061224489795918	0.7358490566037735	0.7368421052631579	0.8288288288288288	0.8333333333333334	0.7115384615384616	0.7976190476190477	0.75	0.7926829268292683	0.7540983606557377	0.7933884297520661	0.0	0.7692307692307693	0.8	0.7755102040816326	0.7894736842105263	0.8181818181818182	0.6666666666666666	0.7702702702702703	0.7708333333333334	0.76	0.8356164383561644	0.8076923076923077	0.7317073170731707	0.7971014492753623	0.75	0.7358490566037735	0.7358490566037735	0.8611111111111112	0.775	0.75	0.8	0.7889908256880734	0.7894736842105263	0.7
The LongRun Growth in Obesity as a Function of Technological Change	0.835820895522388	0.7761194029850746	0.7857142857142857	0.8656716417910447	0.7313432835820896	0.7215189873417721	0.7663551401869159	0.8059701492537313	0.7910447761194029	0.746268656716418	0.835820895522388	0.8421052631578947	0.8083832335329342	0.6741573033707865	0.04285714285714286	0.7777777777777778	0.7761194029850746	0.7730496453900709	0.7910447761194029	0.8172043010752689	0.8059701492537313	0.8591549295774648	0.746268656716418	0.8601694915254238	0.8059701492537313	0.835820895522388	0.7448979591836735	0.7611940298507462	0.8059701492537313	0.8018018018018018	0.8805970149253731	0.7910447761194029	0.8214285714285714	0.7761194029850746	0.8536585365853658	0.9104477611940298	0.7520661157024794	0.7611940298507462	0.8059701492537313	0.7454545454545455	0.7551020408163265	0.7807017543859649	0.8208955223880597	0.7761194029850746	0.7972972972972973	0.8020833333333334	0.8	0.863013698630137	0.8076923076923077	0.7611940298507462	0.855072463768116	0.7761194029850746	0.7611940298507462	0.7611940298507462	0.8955223880597015	0.7910447761194029	0.85	0.780952380952381	0.7981651376146789	0.7611940298507462	0.8059701492537313
Is the Obesity Epidemic a Public Health Problem A Decade of Research on the Economics of Obesity	0.78125	0.4166666666666667	0.826530612244898	0.90625	0.8229166666666666	0.8125	0.7102803738317757	0.7916666666666666	0.8125	0.8333333333333334	0.8125	0.7604166666666666	0.7604790419161677	0.7708333333333334	0.7604166666666666	0.8484848484848485	0.8125	0.7730496453900709	0.78125	0.8333333333333334	0.84375	0.8020833333333334	0.8020833333333334	0.809322033898305	0.8229166666666666	0.8541666666666666	0.8571428571428571	0.8020833333333334	0.7604166666666666	0.7837837837837838	0.90625	0.7708333333333334	0.8020833333333334	0.8333333333333334	0.7916666666666666	0.8125	0.8099173553719008	0.8229166666666666	0.7708333333333334	0.7636363636363637	0.7755102040816326	0.8157894736842105	0.7708333333333334	0.8020833333333334	0.78125	0.84375	0.7604166666666666	0.71875	0.7708333333333334	0.7604166666666666	0.8125	0.7916666666666666	0.8020833333333334	0.8020833333333334	0.9166666666666666	0.8125	0.8125	0.8285714285714286	0.7889908256880734	0.8020833333333334	0.7916666666666666
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.7604166666666666	0.7291666666666666	0.826530612244898	0.8854166666666666	0.7604166666666666	0.7291666666666666	0.102803738317757	0.8020833333333334	0.8020833333333334	0.7916666666666666	0.7916666666666666	0.78125	0.7604790419161677	0.625	0.75	0.8282828282828283	0.8229166666666666	0.7730496453900709	0.7708333333333334	0.84375	0.8541666666666666	0.8333333333333334	0.8020833333333334	0.809322033898305	0.8229166666666666	0.875	0.8469387755102041	0.7395833333333334	0.8020833333333334	0.8018018018018018	0.875	0.75	0.75	0.8333333333333334	0.8229166666666666	0.8020833333333334	0.768595041322314	0.8125	0.7395833333333334	0.7909090909090909	0.826530612244898	0.7631578947368421	0.78125	0.7604166666666666	0.7708333333333334	0.8229166666666666	0.8229166666666666	0.8020833333333334	0.7916666666666666	0.7708333333333334	0.7708333333333334	0.75	0.7395833333333334	0.7395833333333334	0.90625	0.7916666666666666	0.8333333333333334	0.8285714285714286	0.8165137614678899	0.7916666666666666	0.7604166666666666
Social Network and Weight Misperception among Adolescents	0.7619047619047619	0.8596491228070176	0.7551020408163265	0.8070175438596491	0.6842105263157895	0.6708860759493671	0.7850467289719626	0.8245614035087719	0.6842105263157895	0.8421052631578947	0.8070175438596491	0.7236842105263158	0.8203592814371258	0.7865168539325843	0.7857142857142857	0.7474747474747475	0.7543859649122807	0.8014184397163121	0.8070175438596491	0.7849462365591398	0.7368421052631579	0.8169014084507042	0.7894736842105263	0.8601694915254238	0.7543859649122807	0.8421052631578947	0.7755102040816326	0.7894736842105263	0.8421052631578947	0.7927927927927928	0.8070175438596491	0.8070175438596491	0.75	0.7894736842105263	0.7804878048780488	0.8852459016393442	0.7768595041322314	0.7543859649122807	0.7230769230769231	0.8	0.7653061224489796	0.7456140350877193	0.7543859649122807	0.8	0.7972972972972973	0.78125	0.76	0.821917808219178	0.7692307692307693	0.7894736842105263	0.7391304347826086	0.8070175438596491	0.7894736842105263	0.7894736842105263	0.8947368421052632	0.7543859649122807	0.775	0.7714285714285715	0.7889908256880734	0.8070175438596491	0.85
Body Weight SelfPerception and Mental Health Among Adolescents	0.7936507936507936	0.7258064516129032	0.7857142857142857	0.8548387096774194	0.7096774193548387	0.6455696202531646	0.8130841121495327	0.8387096774193549	0.4032258064516129	0.8225806451612904	0.8225806451612904	0.7894736842105263	0.8143712574850299	0.7865168539325843	0.8285714285714286	0.7777777777777778	0.7580645161290323	0.7872340425531915	0.8387096774193549	0.7849462365591398	0.7258064516129032	0.8028169014084507	0.7903225806451613	0.8347457627118644	0.7419354838709677	0.8387096774193549	0.7857142857142857	0.8064516129032258	0.7741935483870968	0.7927927927927928	0.8387096774193549	0.7903225806451613	0.7857142857142857	0.7419354838709677	0.8170731707317073	0.8225806451612904	0.7851239669421488	0.7580645161290323	0.8615384615384616	0.7636363636363637	0.7755102040816326	0.7807017543859649	0.7903225806451613	0.8064516129032258	0.7972972972972973	0.7604166666666666	0.8133333333333334	0.8356164383561644	0.7564102564102564	0.7903225806451613	0.7536231884057971	0.8387096774193549	0.8064516129032258	0.8064516129032258	0.9032258064516129	0.8064516129032258	0.775	0.7619047619047619	0.7981651376146789	0.7903225806451613	0.8225806451612904
Do Nutrition Labels Improve Dietary Outcomes	0.7301587301587301	0.8214285714285714	0.7857142857142857	0.7954545454545454	0.8409090909090909	0.7848101265822784	0.7850467289719626	0.8181818181818182	0.7727272727272727	0.75	0.8490566037735849	0.8026315789473685	0.8323353293413174	0.8202247191011236	0.8142857142857143	0.7676767676767676	0.7954545454545454	0.8014184397163121	0.8	0.8064516129032258	0.8636363636363636	0.8309859154929577	0.8823529411764706	0.8813559322033898	0.8181818181818182	0.8181818181818182	0.7857142857142857	0.8490566037735849	0.8421052631578947	0.8378378378378378	0.8181818181818182	0.7692307692307693	0.7857142857142857	0.8181818181818182	0.7439024390243902	0.7704918032786885	0.8099173553719008	0.8181818181818182	0.8	0.8	0.8163265306122449	0.8333333333333334	0.0	0.75	0.8243243243243243	0.7395833333333334	0.7866666666666666	0.821917808219178	0.7948717948717948	0.7954545454545454	0.782608695652174	0.8392857142857143	0.8490566037735849	0.8490566037735849	0.8636363636363636	0.7045454545454546	0.7875	0.8	0.7981651376146789	0.8409090909090909	0.7166666666666667
Bias discrimination and Obesity	0.7301587301587301	0.8035714285714286	0.8061224489795918	0.8387096774193549	0.7317073170731707	0.7721518987341772	0.7850467289719626	0.8	0.8157894736842105	0.7096774193548387	0.6792452830188679	0.7763157894736842	0.8802395209580839	0.8314606741573034	0.8428571428571429	0.8383838383838383	0.8787878787878788	0.8297872340425532	0.8	0.8387096774193549	0.75	0.8169014084507042	0.7843137254901961	0.902542372881356	0.8205128205128205	0.8709677419354839	0.8163265306122449	0.8301886792452831	0.8070175438596491	0.8288288288288288	0.8064516129032258	0.8076923076923077	0.7738095238095238	0.8125	0.8170731707317073	0.7704918032786885	0.8181818181818182	0.75	0.7384615384615385	0.8363636363636363	0.826530612244898	0.8333333333333334	0.8181818181818182	0.7666666666666667	0.7702702702702703	0.84375	0.8266666666666667	0.8493150684931506	0.717948717948718	0.7804878048780488	0.7971014492753623	0.8214285714285714	0.8301886792452831	0.8301886792452831	0.7419354838709677	0.775	0.825	0.8380952380952381	0.8165137614678899	0.8421052631578947	0.7333333333333333
Measuring the Health of the US Population	0.7777777777777778	0.8035714285714286	0.7653061224489796	0.8048780487804879	0.8780487804878049	0.7848101265822784	0.8130841121495327	0.7636363636363637	0.8048780487804879	0.7317073170731707	0.8113207547169812	0.7368421052631579	0.8383233532934131	0.7752808988764045	0.7714285714285715	0.8181818181818182	0.7073170731707317	0.8014184397163121	0.7636363636363637	0.7849462365591398	0.8292682926829268	0.8169014084507042	0.7647058823529411	0.8813559322033898	0.9024390243902439	0.7560975609756098	0.8061224489795918	0.7924528301886793	0.8070175438596491	0.8468468468468469	0.8048780487804879	0.6538461538461539	0.7976190476190477	0.7073170731707317	0.8048780487804879	0.8524590163934426	0.7851239669421488	0.8048780487804879	0.7538461538461538	0.7818181818181819	0.7857142857142857	0.7631578947368421	0.8181818181818182	0.75	0.7702702702702703	0.7604166666666666	0.4533333333333333	0.7397260273972602	0.782051282051282	0.6829268292682927	0.7681159420289855	0.7857142857142857	0.7924528301886793	0.7924528301886793	0.8292682926829268	0.8780487804878049	0.8	0.7904761904761904	0.7981651376146789	0.8292682926829268	0.7333333333333333
