ria,cite,jac,jac_match,jac_check,lev,lev_match,lev_check,partial,partial_match,partial_check,sor,sor_match,sor_chck,source,type
1218-AC01,Other building finishing contractors ,0.375,Survey of Occupational Injuries and Illnesses,0,0.698113208,Crane Related Fatalities in the Construction Industry,0,0.52,Crane Related Fatalities in the Construction Industry,0,0.230769231,Survey of Occupational Injuries and Illnesses,0,pc,
0938-AP15,Chronic lymphoid leukemia in relapse ,0.517241379,Section 601b of Social Security Amendments of 1983,0,0.702702703,IPPS Market Basket Increase,0,0.56,Section 7,0,0.348837209,Section 601b of Social Security Amendments of 1983,0,pc,
0938-AP15,Acute leukemia of unspecified cell type in relapse ,0.37037037,Section 601b of Social Security Amendments of 1983,0,0.725490196,IPPS Market Basket Increase,0,0.56,Section 7,0,0.227272727,Section 601b of Social Security Amendments of 1983,0,pc,
1218-AC20,Behavioral compliance Theory methodology and results,0,Behavioral compliance Theory methodology and results,1,0,Behavioral compliance Theory methodology and results,1,0,Behavioral compliance Theory methodology and results,1,0,Behavioral compliance Theory methodology and results,1,pc,Reference Manual
2502-AI61,AVM‚Äôs and Appraiser Technological Advances‚Äù,0.173913043,AVMs and Appraiser Technological Advances,1,0.127659574,AVMs and Appraiser Technological Advances,1,0.08,AVMs and Appraiser Technological Advances,1,0.095238095,AVMs and Appraiser Technological Advances,1,pc,
2040-AE91,Department of Transportation Federal Highway Administration FHWA,0.290322581,US Economy  Perspective Article US Housing After the Downturn What Then,0,0.706422018,How large is the extent of the market for public goods evidence from a nationwide contingent valuation survey,0,0.39,Highway Statistics,0,0.169811321,US Economy  Perspective Article US Housing After the Downturn What Then,0,pc,
1218-AC20,A framework for human relevance analysis of information on carcinogenic modes of action,0.16,Hazard communication A review of the science underpinning the art of communication for health and safety,0,0.663461538,Summary report on the evaluation of the accuracy of first aid information on material safety data sheets,0,0.47,Health and safety information for specialized vocational audiences,0,0.086956522,Hazard communication A review of the science underpinning the art of communication for health and safety,0,pc,
2060-AQ58,Integrated Risk Information System File of benzobfluoranthene Research and Development National Center for Environmental Assessment Washington DC This material is available electronically at httpwwwepagovnceairissubst0452htm 39 US EPA,0.318181818,Firm Size Data from the Statistics of US Businesses US All Industries Tabulated by Receipt Size 2002,0,0.739316239,The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution ,0,0.52,Marginal Wells Fuel for Economic Growth,0,0.189189189,Firm Size Data from the Statistics of US Businesses US All Industries Tabulated by Receipt Size 2002,0,pc,
2060-AO47,Valuing damage to historic buildings using a contingent market a case study of road traffic externalities‚Äù,0.454545455,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,0.740740741,A Guide to Economic and Policy Analysis for the  Transport Rule,0,0.56,Effects of Air Quality Regulations on Polluting Industries,0,0.294117647,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,pc,
2050-AG46,of Environmental Quality quotUnderground Storage Tank Programquot,0.285714286,Underground Storage Tank Environmental Results Program Final Report ,0,0.5,Final Report – Environmental Results Project – Vermont Underground Storage Tank Facilities,0,0,Underground Storage Tank Program,0,0.166666667,Underground Storage Tank Environmental Results Program Final Report ,0,pc,
2060-AO81,Logging and agricultural residue supply curves for the Pacific Northwest Washington State University Energy Publication,0.225806452,Logging and Agricultural Residue Supply Curves for the Pacific Northwest,1,0.428571429,Logging and Agricultural Residue Supply Curves for the Pacific Northwest,1,0.06,Logging and Agricultural Residue Supply Curves for the Pacific Northwest,1,0.127272727,Logging and Agricultural Residue Supply Curves for the Pacific Northwest,1,pc,
1218-AB80,Comments submitted to OSHA docket S029 Exhibit 314 by,0.277777778,Comments submitted to OSHA docket S 029 Ex 313 by Marc Lebel ProBel Enterprises Limited,1,0.358974359,Comments submitted to OSHA Docket S029 Exhibit 419 by Michael C Wright LJB Inc,1,0,Comments submitted to OSHA docket S029 Exhibit 314 by Linda Amodeo Vice President City Wide Building Services Inc,1,0.161290323,Comments submitted to OSHA docket S 029 Ex 313 by Marc Lebel ProBel Enterprises Limited,1,pc,
1625-AA32,Spending by Florida for hydrilla control  7000000 1989 Carlton Introduced Species in US Coastal Waters,0.34375,Spread and potential impact of the recently introduced European green crab Carcinus maenas in central California,0,0.617647059,Introduced Species in US Coastal Waters,0,0,Introduced Species in US Coastal Waters,0,0.20754717,Spread and potential impact of the recently introduced European green crab Carcinus maenas in central California,0,pc,
1904-AB70,Analysis of Tax Credits for Efficient Equipment,0,Analysis of Tax Credits for Efficient Equipment,1,0,Analysis of Tax Credits for Efficient Equipment,1,0,Analysis of Tax Credits for Efficient Equipment,1,0,Analysis of Tax Credits for Efficient Equipment,1,pc,Non-Government Report
0583-AD36,Per Capita Consumption of Selected Food Products httpwwwersusdagov,0.2,“Per Capita Consumption of Selected Food  Products,1,0.303030303,“Per Capita Consumption of Selected Food  Products,1,0.04,“Per Capita Consumption of Selected Food  Products,1,0.111111111,“Per Capita Consumption of Selected Food  Products,1,pc,
1904-AB93,was not able to identify consumer 57796 Federal Register ,0.25,Statewide  Residential Retrofit SingleFamily Energy Efficiency  Rebate Evaluation,0,0.712643678,Customer Decision Study Analysis of  Residential Customer Equipment Purchase  Decisions,0,0.55,Energy Efficiency Standards for  Consumer Products Residential Central Air  Conditioners and Heat Pumps,0,0.142857143,Statewide  Residential Retrofit SingleFamily Energy Efficiency  Rebate Evaluation,0,pc,
2040-AE95,The Mixed Logit Model The State of Practice,0,The Mixed Logit Model The State of Practice,1,0,The Mixed Logit Model The State of Practice,1,0,The Mixed Logit Model The State of Practice,1,0,The Mixed Logit Model The State of Practice,1,pc,Scholarly Journal
0910-AG41,Census Bureau American FactFinder,0.375,2002 Economic Census Accommodation and Food Services Subject Series,0,0.680851064,Characteristics of Home Fire Victims Fact Sheet,0,0.49,2002 Economic Census Accommodation and Food Services Subject Series,0,0.230769231,2002 Economic Census Accommodation and Food Services Subject Series,0,pc,
2060-AO47,Review of the Governing Equations Computational Algorithms,0.344827586,A Guide to Economic and Policy Analysis for the  Transport Rule,0,0.688311688,Environmental Protection the Economy  and Jobs National and Regional Analyses,0,0.52,Environmental Protection the Economy  and Jobs National and Regional Analyses,0,0.208333333,A Guide to Economic and Policy Analysis for the  Transport Rule,0,pc,
2502-AI61,The Title Assurance and Conveyance Industriesquot of Real Estate Closing Costs Chapter XII RESPA Section 14a Vol II Settlement Performance Evaluation prepared for the US,0.256410256,Testimony by the Assistant General Counsel to the Credit Union National Association regarding Proposed Rule on Real Estate Settlement Procedures Act Simplifying and Improving the Process of Obtaining Mortgages To Reduce Settlement Costs to Consumers,0,0.686390533,The Title Insurance Industry Reverse Competition and Controlled Business  A Different View,1,0,Closing Costs,0,0.147058824,Testimony by the Assistant General Counsel to the Credit Union National Association regarding Proposed Rule on Real Estate Settlement Procedures Act Simplifying and Improving the Process of Obtaining Mortgages To Reduce Settlement Costs to Consumers,1,pc,
2040-AE95,Energy Information Administration Independent Statistics and Analysis Annual Energy Outlook 2010 Available at,0.290322581,Status of Electricity Restructuring by State September 2009,0,0.724770642,Economic Environmental and Benefits Analysis of the Final Metal Products  Machinery Rule,0,0,Annual Energy Outlook 2010,0,0.169811321,Status of Electricity Restructuring by State September 2009,0,pc,
2060-AN99,EPAHQOAR20020017‚ÄîNational Emission Standards for Hazardous Air Pollutants Mercury Emissions from Mercury Cell ChlorAlkali Plants‚ÄîMemo ‚ÄúUpdated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell ChlorAlkali Technology to Membrane Cell Technology‚Äù from,0.291666667,RE Docket No EPAHQOAR20020017National Emission Standards for Hazardous Air Pollutants Mercury Emissions from Mercury Cell ChlorAlkali Plants ,1,0.484949833,Memo Updated Cost Impacts Associated with the Conversion from Chlorine Producation Utilizing Mercury Cell ChlorAlkali Technology to Membrane Cell Technology,0,0.02,Memo Updated Cost Impacts Associated with the Conversion from Chlorine Producation Utilizing Mercury Cell ChlorAlkali Technology to Membrane Cell Technology,0,0.170731707,RE Docket No EPAHQOAR20020017National Emission Standards for Hazardous Air Pollutants Mercury Emissions from Mercury Cell ChlorAlkali Plants ,1,pc,
0910-AG41,Effect of the Age at Which Smoking Begins on,0.269230769,Effect of the Age at Which Smoking Begins on the Frequency of Smoking in Adulthood,,0.463414634,Effect of the Age at Which Smoking Begins on the Frequency of Smoking in Adulthood,,0,Effect of the Age at Which Smoking Begins on the Frequency of Smoking in Adulthood,,0.155555556,Effect of the Age at Which Smoking Begins on the Frequency of Smoking in Adulthood,,pc,
2060-AP58,be obtained from the American Society for Testing and Materials 100 Barr Harbor Drive PO Box C700 West Conshohocken PA 19428‚Äì2959 Copies may be inspected at US EPA Headquarters Library EPA West Building Constitution Avenue and 14th,0.392156863,EPA Staff Technical Report Cost and  Effectiveness Estimates of Technologies Used to  Reduce Lightduty Vehicle Carbon Dioxide  Emissions,0,0.74248927,Review of the National  Ambient Air Quality Standard for Particulate  Matter Policy Assessment of Scientific and  Technical Information OAQPS Staff Paper,0,0.48,Benzene toxicity ,0,0.243902439,EPA Staff Technical Report Cost and  Effectiveness Estimates of Technologies Used to  Reduce Lightduty Vehicle Carbon Dioxide  Emissions,0,pc,
0910-AG41,Department of Commerce Bureau of Economic Analysis,0.304347826,District of Columbia Tobacco Directory,0,0.7,District of Columbia Tobacco Directory,0,0.5,The Economics of Smoking,0,0.179487179,District of Columbia Tobacco Directory,0,pc,
0938-AP15,Cervical spinal fusion w,0.35,Congressional Review Act,0,0.708333333,IPPS Final Rule,0,0.5,Federalism,0,0.212121212,Congressional Review Act,0,pc,
2060-AO81,Secondgeneration biodieselquot Automotive Engineering,0.217391304,Alcohol and the developing brain neuroanatomical studies,0,0.509433962,Secondgeneration biodiesel,0,0,Secondgeneration biodiesel,0,0.12195122,Alcohol and the developing brain neuroanatomical studies,0,pc,
2502-AI61,Appraising Residential Properties 3rd Edition,0,Appraising Residential Properties 3rd Edition,1,0,Appraising Residential Properties 3rd Edition,1,0,Appraising Residential Properties 3rd Edition,1,0,Appraising Residential Properties 3rd Edition,1,pc,Book
1117-AA61,Substance Abuse and Mental Health Services Administration,0.357142857,Health United States 2007 with chartbook on trends in the Health of Americans,0,0.698412698,The State and Pattern of Health Information Technology Adoption,0,0.5,Report on the Use of Health Information Technology to Enhance and Expand Health Care AntiFraud Activities,0,0.217391304,Health United States 2007 with chartbook on trends in the Health of Americans,0,pc,
2060-AP90,Final Regulatory Impact Analysis RIA for the SO2 National Ambient Air Quality Standards NAAQS Office of Air Quality Planning and Standards Research Triangle Park,0.09375,Final Regulatory Impact Analysis for the NO2 National Ambient Air Quality Standards,0,0.465838509,Final Regulatory Impact Analysis for SO2 National Ambient Air Quality Standards for Lead,1,0.07,Final Regulatory Impact Analysis for the NO2 National Ambient Air Quality Standards,0,0.049180328,Final Regulatory Impact Analysis for the NO2 National Ambient Air Quality Standards,0,pc,
1218-AC20,2 The flashpoints of liquids having a viscosity of 45 Saybolt Universal Seconds or more at 175 ¬∞F 794 ¬∞C or higher shall be determined in accordance with the Standard Method of Test for Flash Point by the Pensky Martens Closed Tester ASTM D‚Äì93‚Äì69 or an equivalent method as defined by 19101200 appendix B,0.489795918,Must the context be considered when applying generic safety symbols A case study in flammable contact adhesives,0,0.761290323,Proceedings of the XIVth Triennial Congress of the International Ergonomics Association and 44th Annual Meeting of the Human Factors and Ergonomics Association Ergonomics for the New Millenium,0,0.49,Employers experience in complying with the hazard communication standard,0,0.324324324,Must the context be considered when applying generic safety symbols A case study in flammable contact adhesives,0,pc,
0581-AD17,Consumer Aspects of the Organic Milk MarketLDP‚ÄìM‚Äì155‚Äì01,0.5,Organic Foods Production Act of 1990,0,0.819672131,Organic Foods Production Act of 1990,0,0.6,Final Rule,0,0.333333333,Organic Foods Production Act of 1990,0,pc,
2060-AP36,Review Draft,0.592592593,Integrated Science Assessment for Particulate  Matter External Review Draft,0,0.739130435,Pipeline Transportation,0,0,Integrated Science Assessment for Particulate  Matter External Review Draft,0,0.421052632,Integrated Science Assessment for Particulate  Matter External Review Draft,0,pc,
2060-AQ58,Uncertainties in the CIIT 2stage model for formaldehydeinduced nasal cancer in the F344 rat a limited sensitivity analysisI,0.333333333,Sector 22 Utilitie Subject Series  Estab  Firm Size Concentration by Largest Firms for the United States,0,0.731707317,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,0,0.5,What Determines the Value of Life A MetaAnalysis,0,0.2,Sector 22 Utilitie Subject Series  Estab  Firm Size Concentration by Largest Firms for the United States,0,pc,
2060-AO81,Ambient levels of peroxyacetyl nitrate in southern California Report from DGA,0.12,Ambient levels of peroxyacetyl nitrate in southern California,1,0.207792208,Ambient levels of peroxyacetyl nitrate in southern California,1,0,Ambient levels of peroxyacetyl nitrate in southern California,1,0.063829787,Ambient levels of peroxyacetyl nitrate in southern California,1,pc,
1117-AA61,National IndustrySpecific Occupational Employment and Wage Estimates,0.142857143,May 2006 National IndustrySpecific Occupational Employment and Wage Estimates,1,0.116883117,May 2006 National IndustrySpecific Occupational Employment and Wage Estimates,1,0,May 2006 National IndustrySpecific Occupational Employment and Wage Estimates,1,0.076923077,May 2006 National IndustrySpecific Occupational Employment and Wage Estimates,1,pc
2040-AE95,Benefits Analysis for Proposed 316b Existing Facilities Rule Chapter 13 Cost and Economic Impact of Additional Option 132,0.114285714,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,1,0.702479339,An Analysis of the Price Elasticity of Demand for Household Appliances,0,0.37,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,1,0.060606061,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,1,pc
2060-AO47,United States Life Tables,0.551724138,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,0,0.75,Environmental  Industries Fact Sheet,0,0.52,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,0,0.380952381,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,0,pc
2060-AP58,Revise Appendix A to Part 533 to read as follows Appendix A to Part 533‚ÄîExample of Calculating Compliance Under ¬ß,0.378378378,Advance  Notice of Proposed Rulemaking for Greenhouse  Gases Under the Clean Air Act,0,0.74137931,2007 Progress Report Vehicle and Engine Compliance Activities,0,0.5,Calculating Benefit PerTon estimates,0,0.233333333,Advance  Notice of Proposed Rulemaking for Greenhouse  Gases Under the Clean Air Act,0,pc
2060-AP50,Respiratory Health and PM10 Pollution A Daily Time Series Analysis American Review of Respiratory Diseases,0.133333333,Respiratory Health and PM10 Pollution A Daily Time Series Analysis,1,0.377358491,Respiratory Health and PM10 Pollution A Daily Time Series Analysis,1,0,Respiratory Health and PM10 Pollution A Daily Time Series Analysis,1,0.071428571,Respiratory Health and PM10 Pollution A Daily Time Series Analysis,1,pc
2070-AJ55,State Child Care Coordinating Council,0.25,Staff recruitment and retention in early childhood care and education and schoolage care,0,0.702702703,Child Day Care Services,0,0.44,Child Day Care Services,0,0.142857143,Staff recruitment and retention in early childhood care and education and schoolage care,0,pc
1904-AC07,Reference case Low Economic Growth case and High Economic Growth case respectively In addition the Low estimate uses incremental product costs that reflects constant prices no learning rate for product prices and the High estimate uses incremental product costs that reflects a declining trend high learning rate for product prices,0.382352941,Regional Multipliers A User Handbook for the Regional InputOutput Modeling System,0,0.770392749,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0,0.54,Hidden Costs of Energy Unpriced Consequences of Energy Production and Use,0,0.236363636,Regional Multipliers A User Handbook for the Regional InputOutput Modeling System,0,pc
1218-AC01,wall covering contractors ,0.476190476,Critical Hazard Analysis and Crane Design,0,0.666666667,Guidelines for Preparing Economic Analyses,0,0.5,Guidelines for Preparing Economic Analyses,0,0.3125,Critical Hazard Analysis and Crane Design,0,pc
1218-AC01,insulation contractors ,0.421052632,Census of Fatal Occupational Injuries,0,0.716981132,Crane Related Fatalities in the Construction Industry,0,0.48,International Brotherhood of Teamsters v Department of Transportation 932 F2d 1292 9th Cir 1991,0,0.266666667,Census of Fatal Occupational Injuries,0,pc
2040-AE95,49th Annual Survey of Paper Paperboard and Pulp Capacity,0,49th Annual Survey of Paper Paperboard and Pulp Capacity,1,0,49th Annual Survey of Paper Paperboard and Pulp Capacity,1,0,49th Annual Survey of Paper Paperboard and Pulp Capacity,1,0,49th Annual Survey of Paper Paperboard and Pulp Capacity,1,pc
2060-AO47,Direct Cost Estimates for the Clean Air Act Second Section 812 Prospective Analysis Draft Report prepared for US EPA Office of Air and Radiation,0.352941176,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,0.743055556,A Guide to Economic and Policy Analysis for the  Transport Rule,0,0.4,Effects of Air Quality Regulation,0,0.214285714,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,pc
0583-AD36,Department of Agriculture National Agricultural Statistics Service USDANASS,0.333333333,The Value of Reducing Risks  of Death A Note on New Empirical Evidence,0,0.725663717,Does the Value  of a Statistical Life Vary with Age and Health Status Evidence from the  United States and Canada,0,0.5,Physician Socioeconomic Statistics,0,0.2,The Value of Reducing Risks  of Death A Note on New Empirical Evidence,0,pc
2060-AO81,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations,0.068965517,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations in Denver,1,0.093457944,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations in Denver,1,0,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations in Denver,1,0.035714286,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations in Denver,1,pc
1904-AB70,Responsible Purchasing Network Last accessed,0.333333333,Telephone conversation with Barbara Atkinson LBNL,0,0.741935484,Arizona Public Service Energy Efficient Market Potential Study,0,0.57, Technical Support Document Energy Efficiency Standards for Consumer Products Refrigerators RefrigeratorFreezers and Freezers including Environmental Assessment and Regulatory Impact Analysis,0,0.2,Telephone conversation with Barbara Atkinson LBNL,0,pc
2060-AP52,Acid rain impacts on calcium nutrition and forest health,0.105263158,Accumulation of mercury in estuarine food chains,0,0.607142857,Air Pollution and Human Health,0,0.11,Acid Rain Impacts on Calcium Nutrition and Forest Health  Alteration of membraneassociated calcium leads to membrane destabilization and foliar injury in red spruce,1,0.055555556,Accumulation of mercury in estuarine food chains,0,pc
2126-AB20,Commercial Motor Vehicle Driver Fatigue Alertness and Countermeasures Surveyquot Sponsored by US Department of Transportation Federal Highway Administration,0.228571429,A Survey of OwnerOperators and Company Drivers on their Use of Three New Hours of Service Features,0,0.512820513,Commercial Motor Vehicle Driver Fatigue Alertness and Countermeasures Survey,1,0,Commercial Motor Vehicle Driver Fatigue Alertness and Countermeasures Survey,1,0.129032258,A Survey of OwnerOperators and Company Drivers on their Use of Three New Hours of Service Features,0,pc
1904-AB59,Department of Energy Office of General Counsel GC‚Äì72 1000 Independence Avenue,0.457142857,Applying Cost Analyses to Drive Policy that Protects Children,0,0.736434109,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0,0.54,Annual Energy Outlook 2007,0,0.296296296,Applying Cost Analyses to Drive Policy that Protects Children,0,pc,
2050-AG46,Executive Order 12866 ‚ÄúRegulatory Planning and Review‚Äù,0.5,A tale of two cities Price uniformity and price volatility in gasoline retailing,0,0.742268041,Evaluation of Releases from New and Upgraded Underground Storage Tank Systems – Peer Review Draft,0,0.34,nan,0,0.333333333,A tale of two cities Price uniformity and price volatility in gasoline retailing,0,pc,
0938-AP15,Disorders of the biliary tract wo,0.5,Table of Small Business Size Standards,0,0.727272727,Congressional Review Act,0,0.57,Tax Equity and Fiscal Responsibility Act,0,0.333333333,Table of Small Business Size Standards,0,pc,
2060-AP52,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,1,0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,1,0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,1,0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,1,pc,Book 
2070-AJ55,Economic Census Construction By Industry Available at Economic Analysis for the LRRP OptOut and Recordkeeping Proposed Rule 240 httpwwwcensusgoveconcensus02datausUS00023HTM Accessed 832005,0.311111111,Crosswalk Between 20042005 Local Education Agency Universe Survey Data and Year 2000 US Census Population Data,0,0.70212766,Sector 23 Construction Industry Series Selected Statistics for Establishments by Value of Business Done 2002,0,0.12,2002 Economic Census Construction By Industry,1,0.184210526,Crosswalk Between 20042005 Local Education Agency Universe Survey Data and Year 2000 US Census Population Data,1,pc,
2060-AO81,Extension Agricultural Economist Kansas State University Agricultural Experiment Station and Cooperative Extension Service Farm Machinery Operation Cost Calculations,0.1875,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations in Denver,0,0.703030303,National Estuarine Eutrophication Assessment Effects of Nutrient Enrichment in the Nations Estuaries,0,0,Farm Machinery Operation Cost Calculations,0,0.103448276,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations in Denver,0,pc,
2060-AO81,Up the Ethanol Program in Brazil nd as quoted in Rothkopf Garten,0.259259259,Green house gases emissions in the production and use of ethanol from sugarcane in Brazil,0,0.609375,Ethanol From Brazil to the World,0,0.35,Ethanol From Brazil to the World,0,0.14893617,Green house gases emissions in the production and use of ethanol from sugarcane in Brazil,0,pc,
2060-AN99,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution‚Äù,0.107142857,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,1,0.03125,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,1,0,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,1,0.056603774,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,1,pc,
2060-AO81,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices‚Äù Amber Waves,0.2,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices,1,0.176470588,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices,1,0,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices,1,0.111111111,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices,1,pc,
2060-AO79,Subpart I Electronics Labor Costs,0.407407407,Building Trust in Emissions Reporting Global Trends in Emissions Trading Schemes,0,0.76119403,Greening Industry New Roles for Communities Markets and Governments,0,0.55,Pollution as News Media and Stock Market Reactions to the Toxics Release Inventory Data,0,0.255813953,Building Trust in Emissions Reporting Global Trends in Emissions Trading Schemes,0,pc,
2060-AO47,Methodology for Estimating Values for Changes in Visibility in National Parks Prepared for Office of Policy Planning and Evaluation May Available on the Internet at,0.303030303,Jobs Versus the Environment An  IndustryLevel Perspective,0,0.774390244,Environmental Protection the Economy  and Jobs National and Regional Analyses,0,0.55,Effects of Air Quality Regulation,0,0.178571429,Jobs Versus the Environment An  IndustryLevel Perspective,0,pc,
2060-AP50,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations ,1,0.013157895,Estimating the Public Health Benefits of Proposed Air Pollution Regulations ,1,0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations ,1,0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations ,1,pc,
2070-AJ55,Economic Analysis for the LRRP OptOut and Recordkeeping Proposed Rule 655,0.206896552,Economic Analysis for the Renovation Repair and Painting Program Proposed Rule,0,0.448717949,Economic Analysis for the Renovation Repair and Painting Program Proposed Rule,0,0.37,Economic Analysis for the Renovation Repair and Painting Program Proposed Rule,0,0.115384615,Economic Analysis for the Renovation Repair and Painting Program Proposed Rule,0,pc,
2060-AO47,BenMAP User‚Äôs Manual Appendices Prepared for US Environmental Protection Agency Office of Air Quality Planning and Standards Research Triangle Park,0.257142857,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,0.711409396,Environmental Protection the Economy  and Jobs National and Regional Analyses,0,0.31,Effects of Air Quality Regulation,0,0.147540984,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,pc,
2502-AI61,Description of Economic Data VIIB2a Census Bureau Data I Introduction  1 II Summary of the Regulatory Impact Analysis  3 IIA Overview of Proposed Rule  3 IIB Problems with the Mortgage Shopping Process and the Current GFE 4 IIC Proposed Approach 6 III Statement of Need for and Objectives of the Rule  19 IV Summary of Significant Issues Raised in Comments on the 2002 Initial Regulatory Flexibility Analysis 24 IVA Detailed Industry Data and Analysis  25 IVB Alternatives Considered to Minimize Impact on Small Businesses  25 IVC Comments and Responses 25 V Description and Estimate of the Number of Small Entities  26 VI Alternatives Which Minimize Impact on Small Businesses 27 VII Compliance Costs and Regulatory Burden New GFE  29 VIIA Data Used in Compliance Cost Estimates  30 VIIB Compliance and Regulatory Burden OneTime Costs  32 VIIC Compliance and Regulatory Burden Recurring Costs,0.320754717,Testimony from Executive Vice President ABNAMRO to Rules Docket Clerk regarding Real Estate Settlement Procedures Act Simplifying and Improving the Process of Obtaining Mortgages To Reduce Settlement Costs to Consumers,0,0.792833147,Comments of the Staff of the Bureau of Economics the Bureau of Consumer Protection and the Office of Policy Planning of the Federal Trade Commission FTC in the Matter of “Request for Comment on the Proposed Amendments to the Regulations Implementing the Real Estate Settement Procedures Act,0,0.3,Mortgage Lending ,0,0.191011236,Testimony from Executive Vice President ABNAMRO to Rules Docket Clerk regarding Real Estate Settlement Procedures Act Simplifying and Improving the Process of Obtaining Mortgages To Reduce Settlement Costs to Consumers,0,pc,
2060-AO47,Introduction to visibility,0.4,Jobs Versus the Environment An  IndustryLevel Perspective,0,0.766233766,Environmental Protection the Economy  and Jobs National and Regional Analyses,0,0.54,Environmental Protection the Economy  and Jobs National and Regional Analyses,0,0.25,Jobs Versus the Environment An  IndustryLevel Perspective,0,pc,
1904-AA90,Department of Energy Building Technologies Program,0.285714286,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,0,0.772151899,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,0,0.58,Review of the Stern Review on the Economics of Climate Change ,0,0.166666667,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,0,pc,
2060-AO48,Regulatory Impact Analysis for the Final Clean Air Interstate Rule,0,Regulatory Impact Analysis for the Final Clean Air Interstate Rule,1,0,Regulatory Impact Analysis for the Final Clean Air Interstate Rule,1,0,Regulatory Impact Analysis for the Final Clean Air Interstate Rule,1,0,Regulatory Impact Analysis for the Final Clean Air Interstate Rule,1,pc,RIA
2060-AO15,The ConcentrationResponse Relation between PM25 and Daily Deaths‚Äù Environ Health Perspectives,0.193548387,The ConcentrationResponse Relation between PM25 and Daily Deaths,1,0.326315789,The ConcentrationResponse Relation between PM25 and Daily Deaths,1,0,The ConcentrationResponse Relation between PM25 and Daily Deaths,1,0.107142857,The ConcentrationResponse Relation between PM25 and Daily Deaths,1,pc,
0938-AP15,AICD generator procedures ,0.454545455,Congressional Review Act,0,0.769230769,IPPS Final Rule,0,0.56,Section 7,0,0.294117647,Congressional Review Act,0,pc,
