cite,jac,jac_match,lev,lev_match,partial,partial_match,ria,sor,sor_match,source,type,citeulike
134 Cost and Economic Impact Analysis – Manufacturers a EPA was unable to determine revenues for 9 parent entities,0.37142857142857133,49th Annual Survey of Paper Paperboard and Pulp Capacity,0.7068965517241379,Regulatory Impact Analysis of the Petroleum Refinery NSPS,0.22,Housing Impact Analysis,2040-AE95,0.2280701754385965,49th Annual Survey of Paper Paperboard and Pulp Capacity,pc,,no match
135 Cost and Economic Impact Analysis – Electric Generators 1351 CosttoRevenue Analysis FacilityLevel Screening Analysis Table 1313 reports facilitylevel costtorevenue results for Option 4 by North American Reliability Corporation NERC region226 EPA estimates that 488 Electric Generators facilities subject to the Proposed Existing Facilities Rule will on incur annualized costs of less than 1 percent of revenue under,0.2692307692307693,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,0.7387173396674585,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,0.29000000000000004,Annual Electric Generator Report,2040-AE95,0.15555555555555556,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,pc,,no match
226 NERC is responsible for the overall reliability planning and coordination of the power grids it is organized into regional councils that are responsible for the overall coordination of bulk power policies that affect their regions’ reliability and quality of service see Chapter 2H Profile of the Electric Power Industry As noted previously NERC region definitions have recently changed,0.25,Economic Impact Analysis for the Proposed Notice of Reconsideration of the Final Halogenated Solvent Cleaners Residual Risk Standard and Request for Public Commen,0.7448979591836735,Testimony of Christopher J Brescia President of Midwest Area River Coalition 2000 on Proposals for a Water Resources Development Act of 2002 before the Committee on Environment and Public Works United States Senate,0.2,Electric Power Annual,2040-AE95,0.1428571428571429,Economic Impact Analysis for the Proposed Notice of Reconsideration of the Final Halogenated Solvent Cleaners Residual Risk Standard and Request for Public Commen,pc,,no match
No explicitly analyzed facilities are located in the ASCC region For more information on explicitly and implicitly analyzed facilities see Appendix 3A Use of Sample Weights in the Proposed Existing Facilities Rule Analyses Source US EPA Analysis,0.2432432432432432,Economic and Benefits Analysis for the Proposed Section 316b Phase II Existing Facilities Rule US,0.6840659340659341,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,0.44,Economic and Benefits Analysis for the Final Section 316b Phase II Existing Facilities Rule,2040-AE95,0.1384615384615384,Economic and Benefits Analysis for the Proposed Section 316b Phase II Existing Facilities Rule US,pc,,no match
DOE 2007c Economic and Benefits Analysis for Proposed 316b Existing Facilities Rule Chapter 13 Cost and Economic Impact of Additional Option,0.1842105263157895,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,0.5857142857142857,Economic and Benefits Analysis for the Final Section 316b Phase II Existing Facilities Rule,0.24,Economic and Benefits Analysis for the Proposed Section 316b Phase II Existing Facilities Rule US,2040-AE95,0.10144927536231883,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,pc,,no match
136 Assessing the Potential Impact of the Proposed Existing Facilities Rule on Small Entities – Regulatory Flexibility Act RFA Analysis 1361 Analysis of Manufacturers As reported in Table 1318 for Option 4 EPA estimated that no small entities within the Primary Manufacturing Industries or entities owning facilities in Other Industries would receive costs exceeding 1 or 3 percent of revenue under either of the sampleweighting approaches used for this analysis Thus this option would have no material impact on small Manufacturers entities,0.26190476190476186,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,0.7476979742173112,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,0.18000000000000005,Census of Manufacturers,2040-AE95,0.15068493150684936,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,pc,,no match
SBA,0.8666666666666667,Statistics of US Businesses,0.9090909090909092,Circular A4,0.6699999999999999,The Economics of Art and Culture,2040-AE95,0.7647058823529411,Statistics of US Businesses,pc,,no match
1363 Overall Small Entity Impact Assessment for Option 4 Abt Associates,0.3428571428571429,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,0.6956521739130435,North American Steel Industry Recent Market Developments Future Prospects and Key Challenges,0.48,Housing Impact Analysis,2040-AE95,0.2068965517241379,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,pc,,no match
Research and Markets The US Chemical Industry is One of the World’s Largest Producer by a Substantial Margin with a Balance of Trade Surplus in Excess of 15 Billion,0.09523809523809523,Research and Markets The US Chemical Industry is One of the World�s Largest Producer by a Substantial Margin with a Balance of Trade Surplus in Excess of 15 Billion,0.018072289156626502,Research and Markets The US Chemical Industry is One of the World�s Largest Producer by a Substantial Margin with a Balance of Trade Surplus in Excess of 15 Billion,0.020000000000000014,Research and Markets The US Chemical Industry is One of the World�s Largest Producer by a Substantial Margin with a Balance of Trade Surplus in Excess of 15 Billion,2040-AE95,0.05000000000000005,Research and Markets The US Chemical Industry is One of the World�s Largest Producer by a Substantial Margin with a Balance of Trade Surplus in Excess of 15 Billion,pc,,no match
Chemical Industry Fact Sheet,0.0,Chemical Industry Fact Sheet,0.0,Chemical Industry Fact Sheet,0.0,Chemical Industry Fact Sheet,2040-AE95,0.0,Chemical Industry Fact Sheet,pc,Non-Government Report,no match
49th Annual Survey of Paper Paperboard and Pulp Capacity,0.0,49th Annual Survey of Paper Paperboard and Pulp Capacity,0.0,49th Annual Survey of Paper Paperboard and Pulp Capacity,0.0,49th Annual Survey of Paper Paperboard and Pulp Capacity,2040-AE95,0.0,49th Annual Survey of Paper Paperboard and Pulp Capacity,pc,,no match
American Iron and Steel Institute AISI 2001a Selected Steel Industry Data,0.28,Industry Trade and the Economy Data and Analysis,0.6164383561643836,Selected Steel Industry Data,0.0,Iron and Steel,2040-AE95,0.16279069767441856,Industry Trade and the Economy Data and Analysis,pc,,no match
Severly Depressed Import Levels Sink Even Lower Effective 201 Trade Rememdy Needed as Soon as Possibly ,0.0,Severly Depressed Import Levels Sink Even Lower Effective 201 Trade Rememdy Needed as Soon as Possibly,0.009708737864077669,Severly Depressed Import Levels Sink Even Lower Effective 201 Trade Rememdy Needed as Soon as Possibly,0.0,Severly Depressed Import Levels Sink Even Lower Effective 201 Trade Rememdy Needed as Soon as Possibly,2040-AE95,0.0,Severly Depressed Import Levels Sink Even Lower Effective 201 Trade Rememdy Needed as Soon as Possibly,pc,,no match
Policy Analysis and Strategic Planning Department Economic State of the US Petroleum Industry,0.15384615384615385,Economic State of the US Petroleum Industry,0.5376344086021505,Economic State of the US Petroleum Industry,0.0,Economic State of the US Petroleum Industry,2040-AE95,0.08333333333333337,Economic State of the US Petroleum Industry,pc,,no match
Yearend statistical report,0.125,Yearend statistical report 2002,0.16129032258064516,Yearend statistical report 2002,0.0,Yearend statistical report 2002,2040-AE95,0.06666666666666665,Yearend statistical report 2002,pc,,no match
Yearend API monthly statistical report”,0.13043478260869568,Yearend API monthly statistical report,0.07317073170731707,Yearend API monthly statistical report,0.0,Yearend API monthly statistical report,2040-AE95,0.06976744186046513,Yearend API monthly statistical report,pc,,no match
The Facts About Oil Industry Mergers Market Power and Fuel Prices An API Primer,0.0,The Facts About Oil Industry Mergers Market Power and Fuel Prices An API Primer,0.0,The Facts About Oil Industry Mergers Market Power and Fuel Prices An API Primer,0.0,The Facts About Oil Industry Mergers Market Power and Fuel Prices An API Primer,2040-AE95,0.0,The Facts About Oil Industry Mergers Market Power and Fuel Prices An API Primer,pc,,no match
Energy Association AWEA,0.35,Air Transport Regulatory Actions,0.6944444444444444,Energy Policy Act of 2005 Fact Sheet,0.48,2006 National Survey of Fishing Hunting and WildlifeAssociated Recreation,2040-AE95,0.21212121212121213,Air Transport Regulatory Actions,pc,,no match
The Universal Tuition Tax Credit A Proposal to Advance Parental Choice in Education The Mackinac Center for Puplic Policy,0.14814814814814814,The Universal Tuition Tax Credit A Proposal to Advance Parental Choice in Education,0.3140495867768595,The Universal Tuition Tax Credit A Proposal to Advance Parental Choice in Education,0.0,The Universal Tuition Tax Credit A Proposal to Advance Parental Choice in Education,2040-AE95,0.07999999999999996,The Universal Tuition Tax Credit A Proposal to Advance Parental Choice in Education,pc,,no match
Identifying the FirmSpecific Cost PassThrough Rate,0.0,Identifying the FirmSpecific Cost PassThrough Rate,0.0,Identifying the FirmSpecific Cost PassThrough Rate,0.0,Identifying the FirmSpecific Cost PassThrough Rate,2040-AE95,0.0,Identifying the FirmSpecific Cost PassThrough Rate,pc,Non-Government Report,no match
Turner Mason  Company Consulting Engineers “Refining Outlook What Happened What Will” presented at the,0.28125,Report to Congress on Competition in Wholesale and Retail Markets for Electric Energy,0.6226415094339622,Refining Outlook What Happened What Will,0.0,Refining Outlook What Happened What Will,2040-AE95,0.1636363636363637,Report to Congress on Competition in Wholesale and Retail Markets for Electric Energy,pc,,no match
Potential Challenges Faced by the US Chemicals Industry Under a Carbon Policy” Sustainability,0.11111111111111116,Potential Challenges Faced by the US Chemicals Industry Under a Carbon Policy,0.18947368421052632,Potential Challenges Faced by the US Chemicals Industry Under a Carbon Policy,0.0,Potential Challenges Faced by the US Chemicals Industry Under a Carbon Policy,2040-AE95,0.058823529411764726,Potential Challenges Faced by the US Chemicals Industry Under a Carbon Policy,pc,,10.3390/su103059
On Visible Choice Sets and Scope Sensitivity,0.0,On Visible Choice Sets and Scope Sensitivity,0.0,On Visible Choice Sets and Scope Sensitivity,0.0,On Visible Choice Sets and Scope Sensitivity,2040-AE95,0.0,On Visible Choice Sets and Scope Sensitivity,pc,Scholarly Journal,10.1016/s0095-0696(03)00057-3
Competitive Electricity Prices An Update Available online at httpwwweiadoegovoiafarchiveissues98cephtml Accessed on,0.2647058823529411,Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network,0.6521739130434783,Competitive Electricity Prices An Update,0.0,Competitive Electricity Prices An Update,2040-AE95,0.15254237288135594,Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network,pc,,no match
A Simultaneous Model and Empirical Test of the Demand and Supply of Retail Space,0.0,A Simultaneous Model and Empirical Test of the Demand and Supply of Retail Space,0.0,A Simultaneous Model and Empirical Test of the Demand and Supply of Retail Space,0.0,A Simultaneous Model and Empirical Test of the Demand and Supply of Retail Space,2040-AE95,0.0,A Simultaneous Model and Empirical Test of the Demand and Supply of Retail Space,pc,Scholarly Journal,no match
Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011R2,0.1944444444444444,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,0.6185567010309279,Economic and Benefits Analysis for the Proposed Section 316b Phase II Existing Facilities Rule US,0.020000000000000014,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,2040-AE95,0.10769230769230764,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,pc,,no match
Producer Price Index Industry Data Series PCU331111Iron and Steel Mills,0.33333333333333337,Sector 31 ECO731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007,0.6739130434782609,North American Steel Industry Recent Market Developments Future Prospects and Key Challenges,0.0,Iron and Steel,2040-AE95,0.2,Sector 31 ECO731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007,pc,,no match
Producer Price Index Industry Data Series PDU2812Alkalies and Chlorine PDU2813Industrial Gases PDU2816Inorganic Pigments,0.32432432432432434,Development of Willingness to Pay Survey Instrument for Section 316b Phase III Cooling Water Intake Structures,0.7083333333333334,Detailed Industry Questionnaire Phase II Cooling Water Intake Structures,0.0,Producer Price Index,2040-AE95,0.19354838709677424,Development of Willingness to Pay Survey Instrument for Section 316b Phase III Cooling Water Intake Structures,pc,,no match
Statistics BLS 2009b Producer Price Index Industry Data Series PCU311Food Mfg PCU3121Beverage Mfg Available at httpwwwblsgovppihomehtm Downloaded,0.276595744680851,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,0.7517241379310344,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Producer Price Index,2040-AE95,0.16049382716049387,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,pc,,no match
Statistics BLS 2009c Producer Price Index Industry Data Series PCU322110Pulp Mills PCU32212Paper Mills PCU322130Paperboard Mills Available at httpwwwblsgovppihomehtm,0.3076923076923077,United States Chemical Industry Prepares for a Slow Recovery in 2010,0.7515151515151515,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Producer Price Index,2040-AE95,0.18181818181818174,United States Chemical Industry Prepares for a Slow Recovery in 2010,pc,,no match
Statistics BLS 2009d Producer Price Index Industry Data Series PCU324110Petroleum Refineries Available at httpwwwblsgovppihomehtm Downloaded,0.2564102564102564,United States Chemical Industry Prepares for a Slow Recovery in 2010,0.7,Standards of Performance for Petroleum Refineries Final Rule,0.0,Producer Price Index,2040-AE95,0.1470588235294118,United States Chemical Industry Prepares for a Slow Recovery in 2010,pc,,no match
Statistics BLS 2009e Producer Price Index Industry Data Series PCU331312Primary Aluminum Production PCU331315Aluminum Sheet Plate  Foil Mfg Available at httpwwwblsgovppihomehtm Downloaded,0.29166666666666663,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,0.7700534759358288,Sector 31 ECO731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007,0.0,Aluminum,2040-AE95,0.1707317073170732,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,pc,,no match
Employment Hours and Earnings from the Current Employment Statistics survey National Series ID CEU3232210001Pulp,0.2285714285714285,United States Chemical Industry Prepares for a Slow Recovery in 2010,0.25,Employment Hours and Earnings from the Current Employment Statistics survey National,0.0,Employment Hours and Earnings from the Current Employment Statistics survey National,2040-AE95,0.12903225806451613,United States Chemical Industry Prepares for a Slow Recovery in 2010,pc,,no match
Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network Chesapeake Bay Program,0.032258064516129004,Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network,0.10747663551401868,Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network,0.0,Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network,2040-AE95,0.016393442622950838,Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network,pc,,no match
ICIS Chemical Business,0.25,Industry Surveys Chemicals Basic,0.625,Industry Surveys Chemicals Basic,0.37,Industry Surveys Chemicals Basic,2040-AE95,0.1428571428571429,Industry Surveys Chemicals Basic,pc,,no match
Beverage Industry Trends Available at httpwwwcheminfoArticles201003PlantOperationsBeverageIndustryTrends Chemical  Engineering News CEN,0.2894736842105263,Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network,0.7407407407407407,Methods Trends and Controversies in Contemporary Benefit Transfer,0.0,Beverage Industry Trends,2040-AE95,0.16923076923076918,Chesapeake Bay Watershed Assistance Network Access to Federal Funds A Collaborative Effort of the Chesapeake Bay Federal Agencies Committee and the Chesapeake Bay Watershed Assistance Network,pc,,no match
US Chemical Industry Outlook Trade and Domestic Demand” v260 issue 25,0.25,US Chemical Industry Outlook Trade and Domestic Demand,0.23943661971830985,US Chemical Industry Outlook Trade and Domestic Demand,0.0,US Chemical Industry Outlook Trade and Domestic Demand,2040-AE95,0.1428571428571429,US Chemical Industry Outlook Trade and Domestic Demand,pc,,no match
Business Fixed Investment Spending A Critical Survey of Modeling Strategies Empirical Results and Policy Implications”,0.09090909090909094,Business Fixed Investment Spending A Critical Survey of Modeling StrategiesEmpirical Results and Policy Implications,0.03333333333333333,Business Fixed Investment Spending A Critical Survey of Modeling StrategiesEmpirical Results and Policy Implications,0.010000000000000007,Business Fixed Investment Spending A Critical Survey of Modeling StrategiesEmpirical Results and Policy Implications,2040-AE95,0.04761904761904767,Business Fixed Investment Spending A Critical Survey of Modeling StrategiesEmpirical Results and Policy Implications,pc,,10.1016/j.jeconbus.2010.11.00
Is market pulp rally the ‘real deal’” PaperAge 125 6 1718 Available at httpwwwpaperagecomissuesnovdec2009112009marketgradepdf Economic and Benefits Analysis for Proposed 316b Existing Facilities Rule References,0.32608695652173914,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,0.6456043956043956,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,0.08999999999999997,Is market pulp really the real deal,2040-AE95,0.1948051948051948,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,pc,,no match
An Analysis of the Price Elasticity of Demand for Household Appliances,0.0,An Analysis of the Price Elasticity of Demand for Household Appliances,0.0,An Analysis of the Price Elasticity of Demand for Household Appliances,0.0,An Analysis of the Price Elasticity of Demand for Household Appliances,2040-AE95,0.0,An Analysis of the Price Elasticity of Demand for Household Appliances,pc,Non-Government Report,no match
Welfare Costs of US Quotas on Textiles Steel and Autos The World Bank,0.125,Welfare Costs of US Quotas on Textiles Steel and Autos,0.21739130434782608,Welfare Costs of US Quotas on Textiles Steel and Autos,0.0,Welfare Costs of US Quotas on Textiles Steel and Autos,2040-AE95,0.06666666666666665,Welfare Costs of US Quotas on Textiles Steel and Autos,pc,,no match
the Treasury Internal Revenue Service,0.2727272727272727,Industry Surveys Chemicals Basic,0.7027027027027027,Clean Air Interstate Rule,0.48,Clean Air Interstate Rule,2040-AE95,0.1578947368421053,Industry Surveys Chemicals Basic,pc,,no match
Focus Groups and Risk Communication the Science of Listening to Data Risk Analysis 8479484,0.21875,Focus Groups and Risk Communication the Science of Listening to Data,0.24444444444444444,Focus Groups and Risk Communication the Science of Listening to Data,0.0,Focus Groups and Risk Communication the Science of Listening to Data,2040-AE95,0.1228070175438597,Focus Groups and Risk Communication the Science of Listening to Data,pc,,no match
Data extracted from DB Webspectrum,0.0,Data extracted from DB Webspectrum,0.0,Data extracted from DB Webspectrum,0.0,Data extracted from DB Webspectrum,2040-AE95,0.0,Data extracted from DB Webspectrum,pc,Non-Government Report,no match
Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,2040-AE95,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,pc,Other,no match
Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,2040-AE95,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,pc,Other,no match
Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,2040-AE95,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,pc,Other,no match
Data Series Food Beverage Available at,0.4,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.6578947368421053,The Food and Beverage Industry,0.42,Food Beverage and Tobacco Trends,2040-AE95,0.25,Industrial Production Industry Subtotals Individual Series and Special Aggregates,pc,,no match
Federal Reserve Board of Governors Industrial Production Industry Subtotals Individual Series and Special Aggregates Seasonably Adjusted Data Series Basic Inorganic Chemicals Plastics Material and Resin and Organic Chemicals Available at,0.2222222222222222,Business Fixed Investment Spending A Critical Survey of Modeling StrategiesEmpirical Results and Policy Implications,0.6582278481012658,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,2040-AE95,0.125,Business Fixed Investment Spending A Critical Survey of Modeling StrategiesEmpirical Results and Policy Implications,pc,,no match
Federal Reserve Board of Governors Industrial Production Industry Subtotals Individual Series and Special Aggregates Seasonably Adjusted Data Series Pulp Mills Paper Mills and Paperboard Mills,0.2352941176470589,Business Fixed Investment Spending A Critical Survey of Modeling StrategiesEmpirical Results and Policy Implications,0.578125,Industrial Production Industry Subtotals Individual Series and Special Aggregates,0.0,Industrial Production Industry Subtotals Individual Series and Special Aggregates,2040-AE95,0.1333333333333333,Business Fixed Investment Spending A Critical Survey of Modeling StrategiesEmpirical Results and Policy Implications,pc,,no match
Available at httpwwweconomagiccomfrbg17htmIPMarket Downloaded,0.3636363636363637,The Facts About Oil Industry Mergers Market Power and Fuel Prices An API Primer,0.7540983606557377,The Economics of Art and Culture,0.4300000000000001,Microeconomics,2040-AE95,0.2222222222222222,The Facts About Oil Industry Mergers Market Power and Fuel Prices An API Primer,pc,,no match
Electric Energy Market Competition Task Force EEMCTF,0.2692307692307693,Report to Congress on Competition in Wholesale and Retail Markets for Electric Energy,0.7115384615384616,Electric Power Industry Overview 2007,0.39,Electric Power Annual,2040-AE95,0.15555555555555556,Report to Congress on Competition in Wholesale and Retail Markets for Electric Energy,pc,,no match
The State of the Paper Industry Monitoring the Indicators of Environmental Performance,0.0,The State of the Paper Industry Monitoring the Indicators of Environmental Performance,0.0,The State of the Paper Industry Monitoring the Indicators of Environmental Performance,0.0,The State of the Paper Industry Monitoring the Indicators of Environmental Performance,2040-AE95,0.0,The State of the Paper Industry Monitoring the Indicators of Environmental Performance,pc,,no match
Strategic Plan for the Restoration of Anadromous Fishes to Rhode Island Coastal Streams,0.0,Strategic Plan for the Restoration of Anadromous Fishes to Rhode Island Coastal Streams,0.0,Strategic Plan for the Restoration of Anadromous Fishes to Rhode Island Coastal Streams,0.0,Strategic Plan for the Restoration of Anadromous Fishes to Rhode Island Coastal Streams,2040-AE95,0.0,Strategic Plan for the Restoration of Anadromous Fishes to Rhode Island Coastal Streams,pc,Government Report,no match
Executive Office of the President,0.31818181818181823,Electric Power Industry Overview,0.5757575757575758,Executive Order No 13508,0.38,Executive Order No 13508,2040-AE95,0.18918918918918914,Electric Power Industry Overview,pc,,no match
Marine Protected Areas 3 CFR 2001 comp,0.3666666666666667,Industry Report Food Manufacturing NAICS 311,0.6578947368421053,Market Report United States 3Q 2001,0.31999999999999995,A functional classification system for Marine Protected Areas in the United States,2040-AE95,0.22448979591836735,Industry Report Food Manufacturing NAICS 311,pc,,no match
Federal Energy Regulatory Commission FERC,0.28,Restructuring Competition and Regulatory Reform in the US Electricity Sector,0.5853658536585366,Air Transport Regulatory Actions,0.44,Air Transport Regulatory Actions,2040-AE95,0.16279069767441856,Restructuring Competition and Regulatory Reform in the US Electricity Sector,pc,,no match
Available online at httpwwwfercgovlegalfedstaepactfactsheetpdf Accessed,0.25,A financial review of the North American paper industry,0.7464788732394366,�Explaining the Investment Boom of the 1990s,0.54,Sustainable Financing Strategies,2040-AE95,0.1428571428571429,A financial review of the North American paper industry,pc,,no match
Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011R4 Federal Register Notice Implementation of the New Source Review NSR,0.1777777777777778,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,0.6983240223463687,Regulatory Impact Analysis for the Final Clean Air Visibility Rule or the Guidelines for Best Available Retrofit Technology BART Determinations Under the Regional Haze Regulations,0.37,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,2040-AE95,0.09756097560975607,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,pc,,no match
National Air Emission Standards for Hazardous Air Pollutants Halogenated Solvent Cleaning,0.07692307692307687,National Air Emission Standards for Hazardous Air Pollutants Halogenated Solvent Cleaning Final Rule,0.11,National Air Emission Standards for Hazardous Air Pollutants Halogenated Solvent Cleaning Final Rule,0.0,National Air Emission Standards for Hazardous Air Pollutants Halogenated Solvent Cleaning Final Rule,2040-AE95,0.040000000000000036,National Air Emission Standards for Hazardous Air Pollutants Halogenated Solvent Cleaning Final Rule,pc,,no match
National Emission Standards for Hazardous Air Pollutants From Petroleum Refineries,0.0,National Emission Standards for Hazardous Air Pollutants From Petroleum Refineries Final Rule,0.11827956989247312,National Emission Standards for Hazardous Air Pollutants From Petroleum Refineries Final Rule,0.0,National Emission Standards for Hazardous Air Pollutants From Petroleum Refineries Final Rule,2040-AE95,0.0,National Emission Standards for Hazardous Air Pollutants From Petroleum Refineries Final Rule,pc,,no match
